1448;395;1053;1505;286;1219;1740;330;1410;0.86;1.16;0.75;1.34
759;390;369;704;372;332;814;430;384;1.11;0.9;0.96;1.04
1025;377;648;985;292;693;1139;337;802;0.94;1.07;0.81;1.24
692;408;284;711;409;302;822;472;350;0.94;1.06;0.81;1.23
1974;402;1572;1981;302;1679;2290;349;1941;0.94;1.07;0.81;1.23
737;421;316;711;411;300;822;475;347;1.05;0.95;0.91;1.1
743;401;342;602;278;324;696;321;375;1.06;0.95;0.91;1.1
977;437;540;1077;434;643;1245;501;744;0.84;1.19;0.73;1.38
2161;393;1768;4066;297;3769;4701;343;4358;0.47;2.13;0.41;2.46
3773;466;3307;4967;400;4567;5743;462;5281;0.72;1.38;0.63;1.6
668;411;257;518;281;237;599;324;275;1.08;0.92;0.93;1.07
1181;425;756;1155;388;767;1335;448;887;0.99;1.01;0.85;1.17
1393;399;994;1076;222;854;1244;256;988;1.16;0.86;1.01;0.99
535;369;166;384;248;136;444;286;158;1.22;0.82;1.05;0.95
4891;442;4449;4652;274;4378;5379;316;5063;1.02;0.98;0.88;1.14
605;361;244;457;278;179;528;321;207;1.36;0.73;1.18;0.85
759;391;368;512;229;283;592;264;328;1.3;0.77;1.12;0.89
522;411;111;417;295;122;482;341;141;0.91;1.1;0.79;1.27
808;393;415;575;208;367;664;240;424;1.13;0.88;0.98;1.02
577;409;168;496;306;190;573;353;220;0.88;1.13;0.76;1.31
1162;394;768;1246;233;1013;1440;269;1171;0.76;1.32;0.66;1.52
1369;449;920;1623;422;1201;1876;487;1389;0.77;1.31;0.66;1.51
894;392;502;635;236;399;734;272;462;1.26;0.79;1.09;0.92
674;429;245;668;438;230;772;506;266;1.07;0.94;0.92;1.09
1063;404;659;830;308;522;959;356;603;1.26;0.79;1.09;0.92
1339;437;902;1151;376;775;1331;434;897;1.16;0.86;1.01;0.99
976;426;550;877;304;573;1014;351;663;0.96;1.04;0.83;1.21
883;454;429;809;457;352;935;528;407;1.22;0.82;1.05;0.95
647;421;226;486;298;188;562;344;218;1.2;0.83;1.04;0.96
733;426;307;816;459;357;943;530;413;0.86;1.16;0.74;1.35
603;369;234;459;280;179;530;323;207;1.31;0.76;1.13;0.88
949;429;520;1069;399;670;1236;461;775;0.78;1.29;0.67;1.49
633;384;249;491;276;215;567;319;248;1.16;0.86;1;1
883;430;453;950;428;522;1098;494;604;0.87;1.15;0.75;1.33
659;393;266;541;271;270;625;313;312;0.99;1.02;0.85;1.17
836;395;441;885;409;476;1023;472;551;0.93;1.08;0.8;1.25
778;395;383;483;227;256;558;262;296;1.5;0.67;1.29;0.77
861;483;378;736;458;278;851;529;322;1.36;0.74;1.17;0.85
723;390;333;458;207;251;529;239;290;1.33;0.75;1.15;0.87
775;431;344;607;390;217;701;450;251;1.59;0.63;1.37;0.73
540;377;163;322;213;109;372;246;126;1.5;0.67;1.29;0.77
569;398;171;436;284;152;504;328;176;1.12;0.89;0.97;1.03
704;386;318;446;225;221;515;260;255;1.44;0.69;1.25;0.8
665;389;276;464;272;192;536;314;222;1.44;0.7;1.24;0.8
713;371;342;486;229;257;562;264;298;1.33;0.75;1.15;0.87
681;379;302;462;217;245;534;250;284;1.23;0.81;1.06;0.94
916;402;514;610;220;390;705;254;451;1.32;0.76;1.14;0.88
504;353;151;325;219;106;375;253;122;1.42;0.7;1.24;0.81
496;387;109;360;276;84;416;319;97;1.3;0.77;1.12;0.89
813;446;367;875;491;384;1011;567;444;0.96;1.05;0.83;1.21
624;397;227;496;283;213;573;327;246;1.07;0.94;0.92;1.08
