1386;752;634;950;240;710;942;238;704;0.89;1.12;0.9;1.11
932;730;202;384;264;120;381;262;119;1.68;0.59;1.7;0.59
1224;746;478;813;245;568;806;243;563;0.84;1.19;0.85;1.18
1040;663;377;639;261;378;634;259;375;1;1;1.01;0.99
1222;795;427;677;266;411;671;264;407;1.04;0.96;1.05;0.95
883;631;252;528;257;271;524;255;269;0.93;1.08;0.94;1.07
1011;782;229;474;238;236;470;236;234;0.97;1.03;0.98;1.02
1363;657;706;1138;290;848;1129;287;842;0.83;1.2;0.84;1.19
1715;794;921;1634;282;1352;1621;279;1342;0.68;1.47;0.69;1.46
2623;705;1918;2761;298;2463;2740;295;2445;0.78;1.28;0.78;1.27
997;783;214;454;246;208;450;244;206;1.03;0.97;1.04;0.96
1391;673;718;1047;260;787;1039;258;781;0.91;1.1;0.92;1.09
893;731;162;341;216;125;338;214;124;1.3;0.77;1.31;0.77
826;617;209;376;194;182;373;192;181;1.15;0.87;1.15;0.87
1258;741;517;750;239;511;744;237;507;1.01;0.99;1.02;0.98
731;607;124;300;197;103;297;195;102;1.2;0.83;1.22;0.82
1045;698;347;533;234;299;529;232;297;1.16;0.86;1.17;0.86
736;586;150;312;227;85;309;225;84;1.76;0.57;1.79;0.56
1069;683;386;582;241;341;577;239;338;1.13;0.88;1.14;0.88
759;618;141;314;229;85;311;227;84;1.66;0.6;1.68;0.6
1230;744;486;948;261;687;940;259;681;0.71;1.41;0.71;1.4
1292;647;645;915;234;681;908;232;676;0.95;1.06;0.95;1.05
982;750;232;416;239;177;412;237;175;1.31;0.76;1.33;0.75
787;616;171;316;215;101;313;213;100;1.69;0.59;1.71;0.58
1144;770;374;535;274;261;531;271;260;1.43;0.7;1.44;0.7
1760;705;1055;1256;292;964;1246;289;957;1.09;0.91;1.1;0.91
1074;823;251;452;262;190;448;260;188;1.32;0.76;1.34;0.75
1118;689;429;600;318;282;595;315;280;1.52;0.66;1.53;0.65
1022;804;218;418;276;142;414;273;141;1.54;0.65;1.55;0.65
960;652;308;544;288;256;539;285;254;1.2;0.83;1.21;0.82
1048;799;249;453;248;205;449;246;203;1.21;0.82;1.23;0.82
1218;649;569;889;281;608;882;278;604;0.94;1.07;0.94;1.06
1062;805;257;464;252;212;460;250;210;1.21;0.82;1.22;0.82
1148;684;464;769;289;480;763;286;477;0.97;1.03;0.97;1.03
1101;822;279;557;271;286;552;268;284;0.98;1.03;0.98;1.02
1138;611;527;827;276;551;820;273;547;0.96;1.05;0.96;1.04
1055;742;313;506;246;260;502;244;258;1.2;0.83;1.21;0.82
949;653;296;435;221;214;431;219;212;1.38;0.72;1.4;0.72
989;761;228;418;267;151;414;265;149;1.51;0.66;1.53;0.65
875;625;250;367;222;145;364;220;144;1.72;0.58;1.74;0.58
944;736;208;394;241;153;391;239;152;1.36;0.74;1.37;0.73
1029;634;395;544;215;329;539;213;326;1.2;0.83;1.21;0.83
946;751;195;390;239;151;387;237;150;1.29;0.77;1.3;0.77
784;610;174;350;220;130;347;218;129;1.34;0.75;1.35;0.74
1016;770;246;479;236;243;475;234;241;1.01;0.99;1.02;0.98
888;603;285;462;233;229;458;231;227;1.24;0.8;1.26;0.8
1037;741;296;518;234;284;514;232;282;1.04;0.96;1.05;0.95
933;608;325;501;226;275;497;224;273;1.18;0.85;1.19;0.84
993;802;191;372;242;130;369;240;129;1.47;0.68;1.48;0.68
926;624;302;510;270;240;506;267;239;1.26;0.79;1.26;0.79
1069;805;264;475;277;198;471;274;197;1.33;0.75;1.34;0.75
768;643;125;349;257;92;346;255;91;1.36;0.74;1.37;0.73
1240;838;402;710;271;439;704;268;436;0.92;1.09;0.92;1.08
2559;673;1886;2325;299;2026;2307;296;2011;0.93;1.07;0.94;1.07
1170;809;361;641;276;365;636;273;363;0.99;1.01;0.99;1.01
865;623;242;468;274;194;464;271;193;1.25;0.8;1.25;0.8
1247;834;413;782;270;512;776;267;509;0.81;1.24;0.81;1.23
1308;627;681;979;256;723;971;254;717;0.94;1.06;0.95;1.05
1025;842;183;378;270;108;375;267;108;1.69;0.59;1.69;0.59
885;644;241;432;293;139;428;290;138;1.73;0.58;1.75;0.57
999;747;252;436;230;206;432;228;204;1.22;0.82;1.24;0.81
844;654;190;355;207;148;352;205;147;1.28;0.78;1.29;0.77
1589;764;825;1161;263;898;1152;261;891;0.92;1.09;0.93;1.08
764;634;130;307;218;89;304;216;88;1.46;0.68;1.48;0.68
1352;801;551;766;231;535;760;229;531;1.03;0.97;1.04;0.96
761;621;140;305;224;81;302;222;80;1.73;0.58;1.75;0.57
924;757;167;348;223;125;345;221;124;1.34;0.75;1.35;0.74
954;629;325;435;209;226;431;207;224;1.44;0.7;1.45;0.69
954;760;194;421;235;186;417;233;184;1.04;0.96;1.05;0.95
936;643;293;477;241;236;473;239;234;1.24;0.81;1.25;0.8
915;755;160;311;239;72;308;237;71;2.22;0.45;2.25;0.44
789;632;157;322;228;94;319;226;93;1.67;0.6;1.69;0.59
25783;1059;24724;860;309;551;853;306;547;44.87;0.02;45.2;0.02
1018;669;349;667;281;386;662;278;384;0.9;1.11;0.91;1.1
2052;930;1122;3169;326;2843;3145;323;2822;0.39;2.53;0.4;2.52
1264;627;637;957;279;678;949;276;673;0.94;1.06;0.95;1.06
1013;838;175;341;259;82;338;257;81;2.13;0.47;2.16;0.46
1379;618;761;1054;286;768;1046;283;763;0.99;1.01;1;1
2247;955;1292;3165;353;2812;3141;350;2791;0.46;2.18;0.46;2.16
1016;646;370;625;280;345;620;277;343;1.07;0.93;1.08;0.93
1146;860;286;546;283;263;541;280;261;1.09;0.92;1.1;0.91
1382;663;719;1065;296;769;1057;293;764;0.93;1.07;0.94;1.06
