2775;802;1973;2302;341;1961;2491;369;2122;1.01;0.99;0.93;1.08
1067;875;192;434;339;95;469;366;103;2.02;0.49;1.86;0.54
3056;857;2199;2709;341;2368;2932;369;2563;0.93;1.08;0.86;1.17
1021;826;195;526;314;212;569;339;230;0.92;1.09;0.85;1.18
1864;758;1106;1505;317;1188;1629;343;1286;0.93;1.07;0.86;1.16
1082;770;312;625;339;286;676;366;310;1.09;0.92;1.01;0.99
1044;787;257;527;301;226;570;325;245;1.14;0.88;1.05;0.95
1462;764;698;1043;350;693;1128;378;750;1.01;0.99;0.93;1.07
2928;921;2007;3126;341;2785;3383;369;3014;0.72;1.39;0.67;1.5
4423;724;3699;4571;335;4236;4947;362;4585;0.87;1.15;0.81;1.24
1080;887;193;489;299;190;529;323;206;1.02;0.98;0.94;1.07
1564;714;850;1147;336;811;1241;363;878;1.05;0.95;0.97;1.03
1444;1125;319;491;263;228;531;284;247;1.4;0.71;1.29;0.77
1226;1036;190;375;270;105;405;292;113;1.81;0.55;1.68;0.59
2537;1151;1386;1630;286;1344;1764;309;1455;1.03;0.97;0.95;1.05
1281;1080;201;360;277;83;389;299;90;2.42;0.41;2.23;0.45
1842;1111;731;852;270;582;922;292;630;1.26;0.8;1.16;0.86
1291;1094;197;409;292;117;442;316;126;1.68;0.59;1.56;0.64
1435;1112;323;539;287;252;583;310;273;1.28;0.78;1.18;0.85
1169;978;191;392;270;122;424;292;132;1.57;0.64;1.45;0.69
2119;1101;1018;1436;306;1130;1554;331;1223;0.9;1.11;0.83;1.2
1840;1016;824;1236;284;952;1337;307;1030;0.87;1.16;0.8;1.25
1490;1149;341;524;256;268;567;277;290;1.27;0.79;1.18;0.85
1101;915;186;384;281;103;415;304;111;1.81;0.55;1.68;0.6
1316;870;446;691;338;353;747;365;382;1.26;0.79;1.17;0.86
1557;750;807;1022;339;683;1106;366;740;1.18;0.85;1.09;0.92
1362;876;486;733;310;423;793;335;458;1.15;0.87;1.06;0.94
1205;824;381;659;350;309;713;378;335;1.23;0.81;1.14;0.88
1146;879;267;546;322;224;591;348;243;1.19;0.84;1.1;0.91
1240;773;467;755;338;417;817;365;452;1.12;0.89;1.03;0.97
1039;861;178;428;323;105;463;349;114;1.7;0.59;1.56;0.64
1241;810;431;714;330;384;772;357;415;1.12;0.89;1.04;0.96
1095;827;268;596;336;260;645;363;282;1.03;0.97;0.95;1.05
1304;841;463;764;315;449;826;340;486;1.03;0.97;0.95;1.05
1296;808;488;845;321;524;914;347;567;0.93;1.07;0.86;1.16
1314;876;438;714;319;395;772;345;427;1.11;0.9;1.03;0.97
1588;1152;436;601;290;311;650;313;337;1.4;0.71;1.29;0.77
1262;928;334;533;303;230;576;327;249;1.45;0.69;1.34;0.75
1405;1131;274;452;291;161;489;314;175;1.7;0.59;1.57;0.64
1219;966;253;447;301;146;483;325;158;1.73;0.58;1.6;0.62
1385;1131;254;466;264;202;504;285;219;1.26;0.8;1.16;0.86
1372;1018;354;459;271;188;496;293;203;1.88;0.53;1.74;0.57
1362;1133;229;412;275;137;445;297;148;1.67;0.6;1.55;0.65
1248;1013;235;430;280;150;465;303;162;1.57;0.64;1.45;0.69
1377;1140;237;419;295;124;453;319;134;1.91;0.52;1.77;0.57
1385;1021;364;584;275;309;632;297;335;1.18;0.85;1.09;0.92
1416;1124;292;484;293;191;523;317;206;1.53;0.65;1.42;0.71
1272;1018;254;483;273;210;522;295;227;1.21;0.83;1.12;0.89
1065;829;236;520;321;199;562;347;215;1.19;0.84;1.1;0.91
1249;936;313;588;333;255;636;360;276;1.23;0.81;1.13;0.88
1066;837;229;539;305;234;583;330;253;0.98;1.02;0.91;1.1
1078;916;162;405;292;113;438;316;122;1.43;0.7;1.33;0.75
1631;781;850;1199;332;867;1297;359;938;0.98;1.02;0.91;1.1
3652;972;2680;3166;332;2834;3427;359;3068;0.95;1.06;0.87;1.14
1882;771;1111;1498;340;1158;1621;368;1253;0.96;1.04;0.89;1.13
1213;990;223;464;316;148;502;342;160;1.51;0.66;1.39;0.72
1172;803;369;707;316;391;765;342;423;0.94;1.06;0.87;1.15
1633;1031;602;846;310;536;915;335;580;1.12;0.89;1.04;0.96
1035;829;206;492;340;152;532;368;164;1.36;0.74;1.26;0.8
1385;1093;292;509;331;178;550;358;192;1.64;0.61;1.52;0.66
1305;1090;215;412;294;118;445;318;127;1.82;0.55;1.69;0.59
1180;981;199;378;264;114;409;285;124;1.75;0.57;1.6;0.62
1995;1031;964;1257;288;969;1360;311;1049;0.99;1.01;0.92;1.09
1108;891;217;413;280;133;447;303;144;1.63;0.61;1.51;0.66
1823;1019;804;944;273;671;1021;295;726;1.2;0.83;1.11;0.9
1072;903;169;399;289;110;431;312;119;1.54;0.65;1.42;0.7
1642;931;711;872;276;596;943;298;645;1.19;0.84;1.1;0.91
1141;935;206;448;286;162;484;309;175;1.27;0.79;1.18;0.85
1172;960;212;425;277;148;460;299;161;1.43;0.7;1.32;0.76
1107;759;348;490;262;228;530;283;247;1.53;0.66;1.41;0.71
1201;933;268;373;292;81;403;316;87;3.31;0.3;3.08;0.32
705;546;159;337;265;72;364;286;78;2.21;0.45;2.04;0.49
30692;925;29767;844;363;481;913;392;521;61.89;0.02;57.13;0.02
1648;1157;491;699;310;389;756;335;421;1.26;0.79;1.17;0.86
1778;842;936;2896;341;2555;3134;369;2765;0.37;2.73;0.34;2.95
1728;1242;486;696;335;361;753;362;391;1.35;0.74;1.24;0.8
1001;788;213;404;324;80;437;350;87;2.66;0.38;2.45;0.41
1645;1154;491;777;329;448;841;356;485;1.1;0.91;1.01;0.99
2341;834;1507;3750;395;3355;4059;427;3632;0.45;2.23;0.41;2.41
1676;1188;488;696;315;381;753;340;413;1.28;0.78;1.18;0.85
1131;845;286;603;321;282;652;347;305;1.01;0.99;0.94;1.07
1627;1121;506;750;311;439;811;336;475;1.15;0.87;1.07;0.94
1210;828;382;678;331;347;733;358;375;1.1;0.91;1.02;0.98
1451;633;818;789;300;489;854;324;530;1.67;0.6;1.54;0.65
26983;1022;25961;638;276;362;690;298;392;71.72;0.01;66.23;0.02
13783;565;13218;490;257;233;530;278;252;56.73;0.02;52.45;0.02
2412;1132;1280;3028;315;2713;3277;340;2937;0.47;2.12;0.44;2.29
1155;555;600;1206;294;912;1305;318;987;0.66;1.52;0.61;1.65
27529;1240;26289;567;277;290;613;299;314;90.65;0.01;83.72;0.01
23508;620;22888;480;255;225;519;276;243;101.72;0.01;94.19;0.01
2153;1105;1048;2206;304;1902;2387;329;2058;0.55;1.81;0.51;1.96
1093;572;521;1148;274;874;1242;296;946;0.6;1.68;0.55;1.82
1338;1049;289;486;294;192;526;318;208;1.51;0.66;1.39;0.72
713;562;151;386;284;102;417;307;110;1.48;0.68;1.37;0.73
1288;1050;238;472;292;180;510;316;194;1.32;0.76;1.23;0.82
715;578;137;359;271;88;388;293;95;1.56;0.64;1.44;0.69
1288;857;431;731;340;391;791;368;423;1.1;0.91;1.02;0.98
