2501;1451;1050;1528;370;1158;1361;329;1032;0.91;1.1;1.02;0.98
1478;1280;198;710;548;162;632;488;144;1.22;0.82;1.38;0.73
2949;1427;1522;2321;380;1941;2067;338;1729;0.78;1.28;0.88;1.14
1548;1231;317;745;489;256;663;435;228;1.24;0.81;1.39;0.72
3681;1444;2237;2994;411;2583;2667;366;2301;0.87;1.15;0.97;1.03
3419;1254;2165;2589;559;2030;2306;497;1809;1.07;0.94;1.2;0.84
1885;1512;373;680;409;271;605;364;241;1.38;0.73;1.55;0.65
2146;1360;786;1478;577;901;1316;514;802;0.87;1.15;0.98;1.02
2616;1662;954;1815;656;1159;1616;584;1032;0.82;1.21;0.92;1.08
5182;1396;3786;4236;500;3736;3773;445;3328;1.01;0.99;1.14;0.88
2098;1558;540;1068;571;497;951;508;443;1.09;0.92;1.22;0.82
2180;1264;916;1465;522;943;1305;465;840;0.97;1.03;1.09;0.92
1673;1299;374;573;211;362;510;187;323;1.03;0.97;1.16;0.86
1875;1577;298;405;280;125;360;249;111;2.38;0.42;2.68;0.37
2946;1341;1605;2000;211;1789;1781;187;1594;0.9;1.11;1.01;0.99
1902;1544;358;490;290;200;436;258;178;1.79;0.56;2.01;0.5
1669;1294;375;508;188;320;452;167;285;1.17;0.85;1.32;0.76
1927;1590;337;402;291;111;358;259;99;3.04;0.33;3.4;0.29
1625;1237;388;548;191;357;488;170;318;1.09;0.92;1.22;0.82
1987;1695;292;384;288;96;342;256;86;3.04;0.33;3.4;0.29
2157;1219;938;1472;252;1220;1311;224;1087;0.77;1.3;0.86;1.16
2253;1553;700;945;285;660;841;253;588;1.06;0.94;1.19;0.84
1793;1250;543;889;281;608;791;250;541;0.89;1.12;1;1
2073;1478;595;560;262;298;498;233;265;2;0.5;2.25;0.45
2275;1636;639;1156;610;546;1029;543;486;1.17;0.85;1.31;0.76
2367;1335;1032;1488;535;953;1325;476;849;1.08;0.92;1.22;0.82
2166;1641;525;922;570;352;821;507;314;1.49;0.67;1.67;0.6
1835;1323;512;881;544;337;784;484;300;1.52;0.66;1.71;0.59
2127;1685;442;960;621;339;855;553;302;1.3;0.77;1.46;0.68
1792;1332;460;838;507;331;746;451;295;1.39;0.72;1.56;0.64
2044;1641;403;873;571;302;777;508;269;1.33;0.75;1.5;0.67
2031;1413;618;973;531;442;866;473;393;1.4;0.72;1.57;0.64
2065;1598;467;894;545;349;796;485;311;1.34;0.75;1.5;0.67
2258;1674;584;1048;504;544;933;448;485;1.07;0.93;1.2;0.83
2145;1663;482;1045;623;422;930;554;376;1.14;0.88;1.28;0.78
2195;1715;480;915;572;343;815;509;306;1.4;0.71;1.57;0.64
1896;1233;663;908;339;569;808;301;507;1.17;0.86;1.31;0.76
2038;1611;427;547;297;250;487;264;223;1.71;0.59;1.91;0.52
1536;1214;322;523;347;176;465;309;156;1.83;0.55;2.06;0.48
2210;1770;440;517;305;212;460;271;189;2.08;0.48;2.33;0.43
1542;1185;357;452;317;135;402;282;120;2.64;0.38;2.98;0.34
2228;1729;499;722;300;422;643;267;376;1.18;0.85;1.33;0.75
1744;1233;511;758;310;448;675;276;399;1.14;0.88;1.28;0.78
1963;1593;370;467;288;179;416;256;160;2.07;0.48;2.31;0.43
1699;1255;444;763;305;458;679;271;408;0.97;1.03;1.09;0.92
2205;1694;511;651;284;367;579;252;327;1.39;0.72;1.56;0.64
1784;1281;503;820;301;519;730;268;462;0.97;1.03;1.09;0.92
2114;1700;414;599;284;315;533;252;281;1.31;0.76;1.47;0.68
2031;1700;331;747;573;174;665;510;155;1.9;0.53;2.14;0.47
2188;1693;495;890;533;357;792;474;318;1.39;0.72;1.56;0.64
2331;1803;528;1198;673;525;1067;599;468;1.01;0.99;1.13;0.89
2153;1786;367;686;539;147;611;480;131;2.5;0.4;2.8;0.36
2645;1849;796;1690;743;947;1505;661;844;0.84;1.19;0.94;1.06
4503;1776;2727;3836;508;3328;3417;452;2965;0.82;1.22;0.92;1.09
2614;1768;846;1524;660;864;1357;587;770;0.98;1.02;1.1;0.91
1948;1586;362;721;509;212;642;453;189;1.71;0.59;1.92;0.52
2297;1750;547;1100;601;499;979;535;444;1.1;0.91;1.23;0.81
2278;1544;734;1255;476;779;1118;424;694;0.94;1.06;1.06;0.95
2161;1728;433;760;563;197;677;501;176;2.2;0.45;2.46;0.41
1926;1490;436;718;514;204;639;457;182;2.14;0.47;2.4;0.42
1803;1267;536;798;334;464;710;297;413;1.16;0.87;1.3;0.77
2179;1716;463;638;285;353;568;253;315;1.31;0.76;1.47;0.68
2045;1248;797;1092;308;784;972;274;698;1.02;0.98;1.14;0.88
2071;1751;320;432;294;138;384;261;123;2.32;0.43;2.6;0.38
2092;1252;840;1164;292;872;1036;260;776;0.96;1.04;1.08;0.92
2033;1557;476;525;261;264;467;232;235;1.8;0.55;2.03;0.49
1508;1228;280;489;290;199;435;258;177;1.41;0.71;1.58;0.63
1923;1530;393;505;282;223;449;251;198;1.76;0.57;1.98;0.5
1663;1266;397;674;319;355;600;284;316;1.12;0.89;1.26;0.8
2256;1672;584;742;285;457;661;253;408;1.28;0.78;1.43;0.7
1648;1255;393;406;287;119;361;255;106;3.3;0.3;3.71;0.27
2005;1717;288;386;290;96;343;258;85;3;0.33;3.39;0.3
36431;1729;34702;1303;556;747;1160;495;665;46.46;0.02;52.18;0.02
2226;1570;656;1055;509;546;939;453;486;1.2;0.83;1.35;0.74
5414;1721;3693;4329;678;3651;3856;603;3253;1.01;0.99;1.14;0.88
2437;1589;848;1368;517;851;1218;460;758;1;1;1.12;0.89
2006;1577;429;712;550;162;634;489;145;2.65;0.38;2.96;0.34
2654;1847;807;1345;553;792;1198;492;706;1.02;0.98;1.14;0.87
4167;1722;2445;4644;639;4005;4137;569;3568;0.61;1.64;0.69;1.46
2852;1924;928;1535;550;985;1367;489;878;0.94;1.06;1.06;0.95
2208;1714;494;1065;637;428;948;567;381;1.15;0.87;1.3;0.77
2534;1662;872;1496;537;959;1332;478;854;0.91;1.1;1.02;0.98
2110;1682;428;1008;605;403;897;538;359;1.06;0.94;1.19;0.84
2716;1771;945;1751;581;1170;1559;517;1042;0.81;1.24;0.91;1.1
30992;1306;29686;999;305;694;889;271;618;42.78;0.02;48.04;0.02
12658;1584;11074;764;292;472;680;260;420;23.46;0.04;26.37;0.04
3528;1319;2209;3986;333;3653;3550;296;3254;0.6;1.65;0.68;1.47
2790;1477;1313;2100;317;1783;1870;282;1588;0.74;1.36;0.83;1.21
32875;1415;31460;711;274;437;633;244;389;71.99;0.01;80.87;0.01
26190;1596;24594;814;291;523;725;259;466;47.02;0.02;52.78;0.02
3681;1505;2176;2483;305;2178;2211;271;1940;1;1;1.12;0.89
2945;1722;1223;1579;307;1272;1406;273;1133;0.96;1.04;1.08;0.93
2277;1828;449;499;290;209;444;258;186;2.15;0.47;2.41;0.41
1931;1548;383;430;271;159;383;241;142;2.41;0.42;2.7;0.37
2185;1478;707;592;294;298;527;261;266;2.37;0.42;2.66;0.38
1824;1453;371;618;268;350;550;238;312;1.06;0.94;1.19;0.84
2427;1732;695;1409;657;752;1255;585;670;0.92;1.08;1.04;0.96
4953;1809;3144;4251;609;3642;3786;542;3244;0.86;1.16;0.97;1.03
10900;1846;9054;11628;721;10907;10358;642;9716;0.83;1.2;0.93;1.07
16015;1902;14113;27660;668;26992;24640;595;24045;0.52;1.91;0.59;1.7
14058;2063;11995;21601;822;20779;19243;732;18511;0.58;1.73;0.65;1.54
6259;1807;4452;5361;666;4695;4775;593;4182;0.95;1.05;1.06;0.94
7309;2273;5036;6614;731;5883;5892;651;5241;0.86;1.17;0.96;1.04
4815;1738;3077;4128;631;3497;3677;562;3115;0.88;1.14;0.99;1.01
4796;2412;2384;2666;565;2101;2374;503;1871;1.13;0.88;1.27;0.78
3991;1667;2324;2985;584;2401;2659;520;2139;0.97;1.03;1.09;0.92
6407;2325;4082;7088;581;6507;6314;517;5797;0.63;1.59;0.7;1.42
3548;1817;1731;2709;656;2053;2413;584;1829;0.84;1.19;0.95;1.06
1989;1282;707;867;267;600;772;237;535;1.18;0.85;1.32;0.76
2345;1404;941;1347;305;1042;1199;271;928;0.9;1.11;1.01;0.99
4888;1170;3718;5432;337;5095;4839;300;4539;0.73;1.37;0.82;1.22
1758;1401;357;667;296;371;594;263;331;0.96;1.04;1.08;0.93
1758;1009;749;967;306;661;861;272;589;1.13;0.88;1.27;0.79
3811;1347;2464;2454;310;2144;2186;276;1910;1.15;0.87;1.29;0.78
1811;996;815;1099;294;805;979;261;718;1.01;0.99;1.14;0.88
4086;1414;2672;3642;317;3325;3244;282;2962;0.8;1.24;0.9;1.11
3190;1001;2189;4254;345;3909;3789;307;3482;0.56;1.79;0.63;1.59
6440;1413;5027;7987;343;7644;7115;305;6810;0.66;1.52;0.74;1.35
1830;1014;816;987;320;667;879;285;594;1.22;0.82;1.37;0.73
3933;1232;2701;1907;332;1575;1698;295;1403;1.71;0.58;1.93;0.52
4826;2059;2767;4918;577;4341;4381;514;3867;0.64;1.57;0.72;1.4
3273;1789;1484;2079;650;1429;1852;579;1273;1.04;0.96;1.17;0.86
2978;1617;1361;2148;610;1538;1913;543;1370;0.88;1.13;0.99;1.01
9520;1316;8204;12346;608;11738;10998;541;10457;0.7;1.43;0.78;1.27
5045;1429;3616;5685;606;5079;5064;539;4525;0.71;1.4;0.8;1.25
4319;1126;3193;3756;688;3068;3346;612;2734;1.04;0.96;1.17;0.86
3315;1283;2032;3508;536;2972;3125;477;2648;0.68;1.46;0.77;1.3
3078;1176;1902;2905;690;2215;2587;614;1973;0.86;1.16;0.96;1.04
3753;1365;2388;2364;600;1764;2105;534;1571;1.35;0.74;1.52;0.66
2499;1118;1381;1609;722;887;1433;643;790;1.56;0.64;1.75;0.57
2277;1429;848;973;498;475;866;443;423;1.79;0.56;2;0.5
9007;1202;7805;10085;714;9371;8984;636;8348;0.83;1.2;0.93;1.07
5119;1120;3999;3580;349;3231;3189;310;2879;1.24;0.81;1.39;0.72
1595;804;791;816;282;534;726;251;475;1.48;0.68;1.67;0.6
5574;1130;4444;6706;307;6399;5973;273;5700;0.69;1.44;0.78;1.28
2927;789;2138;2679;283;2396;2386;252;2134;0.89;1.12;1;1
5730;1195;4535;6256;379;5877;5573;337;5236;0.77;1.3;0.87;1.15
2652;803;1849;1997;308;1689;1779;274;1505;1.09;0.91;1.23;0.81
5762;1205;4557;8118;398;7720;7231;354;6877;0.59;1.69;0.66;1.51
1008;729;279;491;264;227;437;235;202;1.23;0.81;1.38;0.72
6847;1269;5578;10685;383;10302;9518;341;9177;0.54;1.85;0.61;1.65
2654;810;1844;2032;332;1700;1810;295;1515;1.08;0.92;1.22;0.82
2545;1178;1367;1338;314;1024;1191;279;912;1.33;0.75;1.5;0.67
1198;828;370;630;296;334;561;263;298;1.11;0.9;1.24;0.81
2424;1588;836;1328;530;798;1183;472;711;1.05;0.95;1.18;0.85
3895;1220;2675;3750;698;3052;3340;621;2719;0.88;1.14;0.98;1.02
3276;1585;1691;2645;550;2095;2356;489;1867;0.81;1.24;0.91;1.1
4240;1159;3081;4693;650;4043;4180;579;3601;0.76;1.31;0.86;1.17
2741;1518;1223;2680;538;2142;2387;479;1908;0.57;1.75;0.64;1.56
2424;1080;1344;2182;662;1520;1943;589;1354;0.88;1.13;0.99;1.01
1874;1241;633;984;521;463;876;464;412;1.37;0.73;1.54;0.65
2392;1168;1224;2188;707;1481;1949;629;1320;0.83;1.21;0.93;1.08
3524;1285;2239;2308;565;1743;2056;503;1553;1.28;0.78;1.44;0.69
