t;s;g;el
7;0;55;0
7;0;114;0.2
7;0;201;0.12
7;0;273;-0.14
7;0;309;0.14
7;0;331;-0.23
7;0;366;-0.34
7;0;399;0
7;0;551;-0.02
7;0;552;0.23
7;0;553;0.11
7;0;554;-0.46
7;0;555;-0.12
7;0;556;-0.94
7;0;557;-0.07
7;0;558;0.03
7;0;559;-0.22
7;0;560;0.01
7;0;561;-0.03
7;0;562;-0.03
7;0;563;0.36
7;0;564;-0.02
7;0;565;-0.01
7;0;566;0.19
7;0;567;0.05
7;0;568;0.16
7;0;569;-0.05
7;0;570;0.01
7;0;571;-0.13
7;0;572;-0.96
7;0;573;-0.26
7;0;574;-0.91
7;0;575;-0.01
7;0;576;-0.07
7;0;577;0.16
7;0;578;-0.03
7;0;579;0.15
7;0;580;-0.04
7;0;581;-0.08
7;0;582;0.14
7;0;583;0.02
7;0;584;-0.13
7;0;585;0.39
7;0;586;0.25
7;0;1084;0.38
7;0;1256;-0.25
7;0;1347;0.16
7;0;1449;0.37
7;0;1454;-0.36
7;0;1487;-0.12
7;0;1491;-0.1
7;0;1517;-0.14
7;0;1522;0
7;0;1574;0.27
7;0;1577;0.05
7;0;1582;-0.07
7;0;1600;0.24
7;0;1622;0
7;0;2104;0.16
7;0;2110;0.23
7;0;2349;0.27
7;0;2364;0.07
7;0;2383;0.16
7;0;2389;-0.21
7;0;2413;-0.09
7;0;2510;-0.04
7;0;2513;-0.1
7;0;2539;0.22
7;0;2564;-0.62
7;0;2583;-0.26
7;0;2621;0.12
7;0;2686;0.06
7;0;2689;0.23
7;0;2720;0.27
7;0;2736;0.18
7;0;2742;0.26
7;0;2757;-0.17
7;0;2766;0.09
7;0;2991;0.17
7;0;3006;-0.36
7;0;3013;-0.04
7;0;3022;0.08
7;0;3031;-0.24
7;0;3077;-0.04
7;0;3095;-0.13
7;0;3135;0.11
7;0;3158;0.02
7;0;3162;0.27
7;0;3180;0.08
7;0;3223;0.08
7;0;3235;0.21
7;0;3317;0.01
7;0;3327;0.05
7;0;3393;0
7;0;3453;-0.17
7;0;3476;-0.28
7;0;3506;0.07
7;0;3507;-0.44
7;0;3586;-0.71
7;0;3587;0.34
7;0;3588;0.14
7;0;3604;0.08
7;0;3659;0.18
7;0;3705;0.14
7;0;3737;-0.3
7;0;3767;0.47
7;0;3782;0.24
7;0;3881;-0.53
7;0;3987;-0.2
7;0;3994;-0.25
7;0;4061;0.09
7;0;4066;-0.12
7;0;4079;0.2
7;0;4160;0.01
7;0;4202;-0.12
7;0;4206;0.05
7;0;4210;0.2
7;0;4278;0.29
7;0;4350;0.26
7;0;4372;0.11
7;0;4387;0.26
7;0;4399;0
7;0;4443;0.02
7;0;4482;0
7;0;4558;0.11
7;0;4589;-0.03
7;0;4679;0.25
7;0;4707;-0.01
7;0;4720;0.04
7;0;4751;0.51
7;0;4760;-0.52
7;0;4769;-0.32
7;0;4818;-0.2
7;0;4842;0.06
7;0;4872;-0.26
7;0;4956;-0.16
7;0;5019;0.16
7;0;5051;-0.3
7;0;5129;0.1
7;0;5133;-0.01
7;0;5216;0.1
7;0;5240;-0.02
7;0;5242;-0.1
7;0;5329;-0.12
7;0;5373;0.21
7;0;5425;-0.4
7;0;5440;0.44
7;0;5528;-0.03
7;0;5547;0.25
7;0;5603;0.03
7;0;5648;-0.16
7;0;5649;0.01
7;0;5668;0.25
7;0;5672;0.14
7;0;5749;0.04
7;0;5753;0.11
7;0;5793;-0.05
7;0;5798;0.21
7;0;5820;0
7;0;5864;-0.11
7;0;5882;-0.33
7;0;5960;0
7;0;5979;-0.01
7;0;6050;0.01
7;0;6093;-0.4
7;0;6097;0.37
7;0;6100;0.07
7;0;6163;-0.01
7;0;6169;0.26
7;1;55;0
7;1;114;0.57
7;1;201;-0.3
7;1;273;0
7;1;309;-0.17
7;1;331;0
7;1;366;-0.14
7;1;399;-0.42
7;1;551;0.42
7;1;552;0.54
7;1;553;0.55
7;1;554;-1.41
7;1;555;-1.11
7;1;556;-1.33
7;1;557;-0.02
7;1;558;-0.26
7;1;559;-0.7
7;1;560;-0.24
7;1;561;0.15
7;1;562;-0.42
7;1;563;0.14
7;1;564;0.05
7;1;565;-0.27
7;1;566;-0.39
7;1;567;-0.33
7;1;568;0.05
7;1;569;0.02
7;1;570;-0.29
7;1;571;-0.02
7;1;572;-0.47
7;1;573;-0.01
7;1;574;-0.3
7;1;575;-0.23
7;1;576;0.33
7;1;577;-0.05
7;1;578;0.22
7;1;579;0.12
7;1;580;-0.37
7;1;581;0
7;1;582;0
7;1;583;0.05
7;1;584;0.11
7;1;585;-0.03
7;1;586;0.19
7;1;1084;0.22
7;1;1256;0.16
7;1;1347;0.02
7;1;1449;-0.78
7;1;1454;-0.11
7;1;1487;-0.15
7;1;1491;0.2
7;1;1517;-0.12
7;1;1522;-0.02
7;1;1574;-0.49
7;1;1577;0.18
7;1;1582;0.15
7;1;1600;0.03
7;1;1622;0.18
7;1;2104;0.31
7;1;2110;0.1
7;1;2349;0.27
7;1;2364;0.28
7;1;2383;0.02
7;1;2389;0.14
7;1;2413;-0.18
7;1;2510;-0.37
7;1;2513;-0.41
7;1;2539;0.04
7;1;2564;-0.08
7;1;2583;-0.13
7;1;2621;0.52
7;1;2686;0.41
7;1;2689;0
7;1;2720;0.12
7;1;2736;0.49
7;1;2742;0.23
7;1;2757;0.18
7;1;2766;-0.1
7;1;2991;-0.14
7;1;3006;-0.03
7;1;3013;-0.72
7;1;3022;0.01
7;1;3031;-0.12
7;1;3077;-0.04
7;1;3095;0.5
7;1;3135;-0.17
7;1;3158;0.01
7;1;3162;0.05
7;1;3180;0.28
7;1;3223;0.23
7;1;3235;0.18
7;1;3317;-0.19
7;1;3327;-0.16
7;1;3393;-0.25
7;1;3453;-0.14
7;1;3476;0.16
7;1;3506;-0.07
7;1;3507;-0.97
7;1;3586;-0.6
7;1;3587;0.36
7;1;3588;0.03
7;1;3604;0.35
7;1;3659;0.27
7;1;3705;-0.51
7;1;3737;-0.49
7;1;3767;0.17
7;1;3782;-0.11
7;1;3881;-0.05
7;1;3987;0.37
7;1;3994;0.04
7;1;4061;-0.29
7;1;4066;0.26
7;1;4079;0.11
7;1;4160;0.13
7;1;4202;0.09
7;1;4206;0.19
7;1;4210;0
7;1;4278;0.59
7;1;4350;-0.36
7;1;4372;0.06
7;1;4387;-0.01
7;1;4399;-0.17
7;1;4443;0.09
7;1;4482;0
7;1;4558;0
7;1;4589;0.33
7;1;4679;0.12
7;1;4707;0.24
7;1;4720;0.01
7;1;4751;0.62
7;1;4760;0
7;1;4769;-0.19
7;1;4818;0.3
7;1;4842;-0.04
7;1;4872;-0.36
7;1;4956;0.16
7;1;5019;0
7;1;5051;0
7;1;5129;0.32
7;1;5133;0.26
7;1;5216;0.21
7;1;5240;-0.12
7;1;5242;-0.5
7;1;5329;-0.09
7;1;5373;0
7;1;5425;0.06
7;1;5440;0.44
7;1;5528;-0.16
7;1;5547;0.17
7;1;5603;-0.73
7;1;5648;0.06
7;1;5649;0.2
7;1;5668;-0.61
7;1;5672;0.22
7;1;5749;-0.01
7;1;5753;0.16
7;1;5793;-0.07
7;1;5798;0.24
7;1;5820;-0.47
7;1;5864;-0.04
7;1;5882;0.39
7;1;5960;0.11
7;1;5979;-0.02
7;1;6050;-0.79
7;1;6093;-1.02
7;1;6097;0.01
7;1;6100;0.06
7;1;6163;0.15
7;1;6169;0.07
7;2;55;0.25
7;2;114;0.38
7;2;201;-0.07
7;2;273;0.44
7;2;309;0.3
7;2;331;0.32
7;2;366;0.53
7;2;399;-0.02
7;2;551;-0.59
7;2;552;-0.06
7;2;553;-0.42
7;2;554;-1.03
7;2;555;-0.22
7;2;556;-0.67
7;2;557;0.4
7;2;558;0.32
7;2;559;-0.47
7;2;560;-0.05
7;2;561;0.22
7;2;562;-0.18
7;2;563;0.03
7;2;564;0.32
7;2;565;-0.28
7;2;566;0.03
7;2;567;-0.22
7;2;568;0.23
7;2;569;0.43
7;2;570;0.69
7;2;571;0.24
7;2;572;-0.49
7;2;573;-0.13
7;2;574;-0.5
7;2;575;-0.29
7;2;576;0.07
7;2;577;0.05
7;2;578;0.05
7;2;579;-0.07
7;2;580;0.02
7;2;581;0.33
7;2;582;0.21
7;2;583;0.25
7;2;584;0.39
7;2;585;0.17
7;2;586;0.26
7;2;1084;0.11
7;2;1256;-0.64
7;2;1347;0.11
7;2;1449;-0.15
7;2;1454;-0.35
7;2;1487;-0.36
7;2;1491;-0.14
7;2;1517;-0.36
7;2;1522;0.05
7;2;1574;0.34
7;2;1577;-0.71
7;2;1582;0.32
7;2;1600;0.23
7;2;1622;0.14
7;2;2104;-0.14
7;2;2110;0.01
7;2;2349;0.13
7;2;2364;0.46
7;2;2383;-0.05
7;2;2389;0.38
7;2;2413;-0.34
7;2;2510;0
7;2;2513;-0.34
7;2;2539;-0.18
7;2;2564;0.49
7;2;2583;-0.01
7;2;2621;0.09
7;2;2686;0.45
7;2;2689;0.22
7;2;2720;-0.56
7;2;2736;0.25
7;2;2742;0.23
7;2;2757;0.03
7;2;2766;-0.18
7;2;2991;-0.56
7;2;3006;0.04
7;2;3013;-0.36
7;2;3022;0.08
7;2;3031;-0.55
7;2;3077;-0.41
7;2;3095;0.08
7;2;3135;-0.19
7;2;3158;-0.12
7;2;3162;-0.26
7;2;3180;0.63
7;2;3223;0.11
7;2;3235;-0.02
7;2;3317;0.55
7;2;3327;-0.66
7;2;3393;-0.07
7;2;3453;0.04
7;2;3476;-0.43
7;2;3506;0.15
7;2;3507;-2.13
7;2;3586;-0.63
7;2;3587;-0.05
7;2;3588;-0.32
7;2;3604;0.49
7;2;3659;0.24
7;2;3705;-0.65
7;2;3737;-0.44
7;2;3767;0.45
7;2;3782;-0.24
7;2;3881;-1.04
7;2;3987;-0.09
7;2;3994;-0.46
7;2;4061;-0.12
7;2;4066;0.05
7;2;4079;0.2
7;2;4160;0.22
7;2;4202;-0.12
7;2;4206;0.57
7;2;4210;-0.21
7;2;4278;-0.81
7;2;4350;0
7;2;4372;-0.3
7;2;4387;-0.16
7;2;4399;-0.43
7;2;4443;-0.77
7;2;4482;-0.82
7;2;4558;0.5
7;2;4589;-0.7
7;2;4679;-0.02
7;2;4707;-0.23
7;2;4720;-0.14
7;2;4751;-0.35
7;2;4760;-0.72
7;2;4769;-0.36
7;2;4818;0.26
7;2;4842;-0.06
7;2;4872;0.19
7;2;4956;-0.1
7;2;5019;-0.19
7;2;5051;0
7;2;5129;0.29
7;2;5133;-0.01
7;2;5216;-0.23
7;2;5240;0.22
7;2;5242;-0.16
7;2;5329;0.42
7;2;5373;-0.09
7;2;5425;-0.17
