t;s;g;el
0;0;959;0.01
0;0;984;0.22
0;0;992;-0.04
0;0;1033;0.1
0;0;1077;0.29
0;0;1091;-0.44
0;0;1098;0.21
0;0;1108;0.42
0;0;1109;0.2
0;0;1110;-0.78
0;0;1111;-0.17
0;0;1112;-0.14
0;0;1113;-0.2
0;0;1114;-0.2
0;0;1115;-0.48
0;0;1116;-0.04
0;0;1117;-0.42
0;0;1118;-0.12
0;0;1119;-0.3
0;0;1120;-0.05
0;0;1121;2.35
0;0;1122;1.39
0;0;1123;-0.18
0;0;1124;0.13
0;0;1125;-0.02
0;0;1126;0.22
0;0;1127;-0.3
0;0;1128;0.16
0;0;1129;0.37
0;0;1137;-0.36
0;0;1138;-0.23
0;0;1139;-0.11
0;0;1140;0
0;0;1141;0.03
0;0;1142;-0.41
0;0;1143;-1.29
0;0;1144;-0.33
0;0;1145;-0.11
0;0;1146;-0.78
0;0;1147;-0.44
0;0;1148;-0.07
0;0;1149;0.24
0;0;1150;0.04
0;0;1151;-0.13
0;0;1152;0.23
0;0;1153;0.12
0;0;1154;0.08
0;0;1155;0.09
0;0;1156;0.2
0;0;1157;0.03
0;0;1158;0.26
0;0;1159;-0.26
0;0;1160;-0.31
0;0;1161;0.6
0;0;1162;-0.02
0;0;1163;0
0;0;1164;-0.35
0;0;1165;0.38
0;0;1166;-0.18
0;0;1167;-0.35
0;0;1168;-0.12
0;0;1169;-0.3
0;0;1170;-0.2
0;0;1171;0.35
0;0;1172;0.1
0;0;1173;-0.01
0;0;1174;0.21
0;0;1175;0.26
0;0;1176;-0.07
0;0;1177;0
0;0;1178;0.01
0;0;1179;0.06
0;0;1180;0.03
0;0;1181;0.19
0;0;1182;0.33
0;0;1183;0.33
0;0;1184;-0.3
0;0;1185;-0.28
0;0;1186;-0.3
0;0;1187;-0.28
0;0;1188;-0.07
0;0;1189;-0.01
0;0;1190;-0.16
0;0;1191;-0.32
0;0;1192;-0.12
0;0;1193;-0.28
0;0;1194;-0.04
0;0;1195;0.03
0;0;1196;0.24
0;0;1197;-0.02
0;0;1198;0
0;0;1199;0
0;0;1200;0.29
0;0;1201;0.33
0;0;1202;0.21
0;0;1203;0.18
0;0;1204;0.05
0;0;1205;0.04
0;0;1206;-0.36
0;0;1207;0.09
0;0;1208;-0.41
0;0;1209;-0.03
0;0;1210;-0.15
0;0;1211;-0.38
0;0;1212;-0.18
0;0;1213;-0.38
0;0;1214;-0.2
0;0;1215;-0.49
0;0;1216;-0.25
0;0;1217;-0.31
0;0;1218;0.14
0;0;1219;-0.39
0;0;1220;0.03
0;0;1221;0.51
0;0;1222;-1.51
0;0;1223;-1.46
0;0;1224;-0.02
0;0;1225;0.01
0;0;1226;-0.07
0;0;1227;0.25
0;0;1228;0.05
0;0;1229;0.11
0;0;1230;0.14
0;0;1231;0.41
0;0;1232;-0.3
0;0;1233;0
0;0;1234;0
0;0;1235;0
0;0;1236;0
0;0;1237;0
0;0;1238;0
0;0;1239;0
0;0;1240;0
0;0;1241;0
