t;s;g;el
4;0;19;0.1
4;0;74;0.17
4;0;129;-0.08
4;0;148;0.06
4;0;352;-0.07
4;0;382;-0.26
4;0;410;0.13
4;0;412;-0.24
4;0;493;-0.14
4;0;623;0.14
4;0;706;-0.04
4;0;732;0.14
4;0;746;0.07
4;0;838;-0.01
4;0;898;-0.08
4;0;971;0.03
4;0;1278;0.12
4;0;1339;-0.25
4;0;1345;0
4;0;1351;0
4;0;1414;-0.02
4;0;1434;-0.62
4;0;1452;-0.22
4;0;1546;-0.33
4;0;1550;-0.34
4;0;1573;-0.07
4;0;1637;-0.06
4;0;1678;-0.19
4;0;1688;0.2
4;0;1736;0.08
4;0;1780;0.14
4;0;1795;-0.26
4;0;1796;-0.11
4;0;1817;-0.06
4;0;1849;-0.13
4;0;1880;0.26
4;0;1902;0.24
4;0;2348;-0.45
4;0;2396;-0.75
4;0;2445;-0.33
4;0;2481;0.28
4;0;2483;-0.01
4;0;2490;0.1
4;0;2508;-0.06
4;0;2511;0.14
4;0;2636;0.18
4;0;2717;-0.39
4;0;2727;0.12
4;0;2731;0.21
4;0;2760;0.22
4;0;2771;-0.07
4;0;2810;0.18
4;0;2831;0.1
4;0;2848;0.14
4;0;2870;-0.15
4;0;2999;-0.01
4;0;3054;0.36
4;0;3086;0.04
4;0;3123;-0.07
4;0;3134;0.12
4;0;3171;-0.09
4;0;3199;-0.25
4;0;3209;-0.58
4;0;3228;0.07
4;0;3283;0.41
4;0;3296;-0.05
4;0;3309;0.01
4;0;3422;-0.12
4;0;3432;0.29
4;0;3563;0.13
4;0;3566;-1.92
4;0;3631;-0.1
4;0;3640;-0.17
4;0;3680;-0.13
4;0;3807;0
4;0;3965;-0.02
4;0;3966;-0.24
4;0;3992;-1.04
4;0;4011;0.33
4;0;4023;0.07
4;0;4025;-0.06
4;0;4038;0.39
4;0;4059;-0.21
4;0;4092;0.05
4;0;4120;-0.36
4;0;4509;0.16
4;0;4573;-0.31
4;0;4635;-0.04
4;0;4660;0.16
4;0;4712;0.05
4;0;4718;0.13
4;0;4781;0.17
4;0;4796;-0.09
4;0;4894;0.13
4;0;5027;0.4
4;0;5038;0
4;0;5060;0.03
4;0;5123;0.38
4;0;5138;-0.12
4;0;5229;0.3
4;0;5270;0.09
4;0;5276;-0.15
4;0;5282;0.02
4;0;5305;-0.04
4;0;5313;-0.14
4;0;5359;0.04
4;0;5367;-0.06
4;0;5369;1.17
4;0;5435;0
4;0;5491;-0.1
4;0;5630;0.31
4;0;5644;0.1
4;0;5680;-0.38
4;0;5710;-0.02
4;0;5788;0.35
4;0;5838;-0.16
4;0;5868;0.14
4;0;5886;-0.04
4;0;5908;0.33
4;0;5916;-0.02
4;0;5983;0.12
4;0;5987;0.14
4;0;5990;0.02
4;0;6043;0.07
4;0;6159;0
4;1;19;0.19
