t;s;g;el
2;1;2125;0.69
2;1;2126;0.62
2;1;2127;0.42
2;1;2128;-0.19
2;1;2129;0.39
2;1;2130;0.25
2;1;2131;0.02
2;1;2132;0.06
2;1;2133;0.17
2;1;2134;0.26
2;1;2135;-0.39
2;1;2136;0.01
2;1;2137;-0.01
2;1;2138;0.26
2;1;2139;1.07
2;1;2140;0.64
2;1;2141;-0.77
2;1;2142;-1.12
2;1;2143;-1.68
2;1;2144;0.43
2;1;2145;-0.11
2;1;2146;-0.26
2;1;2147;-0.22
2;1;2151;-0.22
2;1;2152;-0.17
2;1;2153;-0.27
2;1;2154;-0.16
2;1;2155;0.15
2;1;2156;-0.95
2;1;2157;-0.4
2;1;2158;0.11
2;1;2159;-0.05
2;1;2160;0
2;1;2161;-0.34
2;1;2162;0.33
2;1;2163;-0.35
2;1;2164;-0.25
2;1;2165;0.32
2;1;2166;0.38
2;1;2167;0.45
2;1;2168;-0.01
2;1;2169;0.09
2;1;2170;0.38
2;1;2171;0.54
2;1;2172;0.45
2;1;2173;0.21
2;1;2174;0.03
2;1;2175;0.04
2;1;2176;0.1
2;1;2177;-0.62
2;1;2178;0.17
2;1;2179;-0.09
2;1;2180;-0.11
2;1;2181;-0.19
2;1;2182;0.16
2;1;2183;-0.16
2;1;2184;0
2;1;2185;0
2;1;2187;0
2;1;2188;0
2;1;2189;-0.09
2;1;2190;-0.31
2;1;2191;-0.26
2;1;2192;-0.33
2;1;2193;0.25
2;1;2194;0
2;1;2195;0
2;1;2196;0
2;1;2197;0.51
2;1;2198;0
2;1;2199;0
2;1;2200;0
2;1;2201;0
2;1;2202;0
2;1;2203;0.27
2;1;2204;0.33
2;1;2205;-0.39
2;1;2206;-0.27
2;1;2207;-0.4
2;1;2208;-0.01
2;1;2209;0.12
2;1;2210;0.03
2;1;2211;-1.15
2;1;2212;-0.32
2;1;2213;-0.26
2;1;2214;-0.12
2;1;2215;0
2;1;2216;0
2;1;2217;0.24
2;1;2218;0
2;1;2219;0.19
2;1;2220;0
2;1;2221;0.12
2;1;2222;-0.63
2;1;2223;0.09
2;1;2224;0
2;1;2225;-0.16
2;1;2226;0
2;1;2227;-0.51
2;1;2228;-0.09
2;1;2229;0.11
2;1;2230;-0.17
2;1;2231;0.06
