t;s;g;el
0;0;3;19630.13
0;0;4;35249
0;0;5;17589.95
0;0;7;49.25
0;0;8;46360.04
0;0;9;8711.36
0;0;11;39886.18
0;0;16;35185.59
0;0;17;6207.01
0;0;18;2406.69
0;0;19;48204.68
0;0;21;18158.25
0;0;22;6321.34
0;0;27;47116.86
0;0;28;37376.78
0;0;29;50000
0;0;30;29814.93
0;0;31;37339.98
0;0;32;22359.76
0;0;34;35789.56
0;0;35;42416.02
0;0;40;12856.43
0;0;41;39869.48
0;0;48;41213.83
0;0;50;17304.23
0;0;55;12251.6
0;0;59;25133.63
0;0;61;22823.39
0;0;62;47094.76
0;0;63;17873.06
0;0;66;29264.51
0;0;68;7230.62
0;0;73;41801.03
0;0;74;1891.85
0;0;75;49208.05
0;0;76;27689.85
0;0;78;26356.47
0;0;79;4445.81
0;0;81;7205.49
0;0;90;40212.34
0;0;95;15884.93
0;0;96;0
0;0;97;32274.39
0;0;99;35774.2
0;0;103;48283.88
0;0;104;32783.43
0;0;108;42247
0;0;109;30425.18
0;0;110;28245.42
0;0;111;35789.56
0;0;112;41213.83
0;0;114;49.25
0;0;115;2347
0;0;117;37551.13
0;0;118;27628.13
0;0;122;7230.62
0;0;124;35594.54
0;0;133;34870.15
0;0;134;49.25
0;0;140;2796.95
0;0;144;9083.39
0;0;145;11874.39
0;0;147;22768.82
0;0;149;10759.99
0;0;152;26120.71
0;0;155;37469.77
0;0;157;43838.56
0;0;159;20334.21
0;0;162;48283.88
0;0;164;33657.43
0;0;167;43229.71
0;0;168;12822.65
0;0;171;29329.42
0;0;174;9719.55
0;0;175;43345.5
0;0;180;41721.25
0;0;182;41213.83
0;0;189;49483.78
0;0;190;15909.6
0;0;191;48374.43
0;0;192;49.25
0;0;195;41213.83
0;0;202;10271.31
0;0;205;13471.34
0;0;208;3561.51
0;0;209;39591.06
0;0;210;12237.05
0;0;216;27602.11
0;0;217;2470.55
0;0;221;36749.85
0;0;222;36408.31
0;0;223;16840.11
0;0;224;50000
0;0;226;43305.28
0;0;227;49763.85
0;0;230;7811.67
0;0;231;6850.09
0;0;235;9619.98
0;0;236;35594.54
0;0;237;26212.8
0;0;239;3151.65
0;0;245;2225.1
0;0;248;45700.95
0;0;259;41213.83
0;0;260;34629.95
0;0;263;21612.87
0;0;264;19341.21
0;0;268;41244.12
0;0;269;28485.05
0;0;270;15089.92
0;0;273;15628
0;0;274;25624.28
0;0;281;28132.33
0;0;285;1868.86
0;0;286;35594.54
0;0;287;11710.48
0;0;288;47792.07
0;0;293;50000
0;0;294;35758.26
0;0;295;17564.71
0;0;297;35594.54
0;0;298;48091.23
0;0;300;48283.88
0;0;303;26911.14
0;0;304;35789.56
0;0;309;30278.38
0;0;310;20424.54
0;0;312;1092.64
0;0;313;22142.18
0;0;316;4993.63
0;0;321;33844.74
0;0;322;35789.56
0;0;333;35203.73
0;0;335;7508.21
0;0;336;38465.31
0;0;337;13218.17
0;0;338;7230.62
0;0;339;48639.91
0;0;341;22808.77
0;0;342;40410.44
0;0;344;12608.93
0;0;347;35789.56
0;0;348;19520.05
0;0;349;27423.68
0;0;351;39408.21
0;0;352;0
0;0;355;45100.13
0;0;357;1530.65
0;0;358;30411.68
0;0;359;50000
0;0;360;38726.53
0;0;363;516.99
0;0;364;47094.76
0;0;365;28746
0;0;369;19916.22
0;0;372;35075.71
0;0;373;10230.86
0;0;375;18329.17
0;0;399;48283.88
0;0;400;41338.2
0;0;402;39330.7
0;0;411;13793.74
0;0;417;35149.05
0;0;419;8757.51
0;0;421;9727.57
0;0;425;6094.36
