t;s;g;el
0;0;1;17396.29
0;0;8;46360.04
0;0;10;0
0;0;11;39886.18
0;0;15;39611.79
0;0;19;48204.68
0;0;22;6321.34
0;0;28;37376.78
0;0;30;29814.93
0;0;37;3072.13
0;0;45;32730.64
0;0;49;8282.3
0;0;51;13691.85
0;0;53;32557.83
0;0;60;20258.67
0;0;61;22823.39
0;0;68;7230.62
0;0;69;41103.02
0;0;73;41801.03
0;0;74;1891.85
0;0;75;49208.05
0;0;84;49.25
0;0;87;2238.18
0;0;89;14064.03
0;0;90;40212.34
0;0;97;32274.39
0;0;104;32783.43
0;0;105;20051.85
0;0;108;42247
0;0;110;28245.42
0;0;125;19520.05
0;0;127;35789.56
0;0;129;19681
0;0;133;34870.15
0;0;134;49.25
0;0;136;26405.77
0;0;144;9083.39
0;0;147;22768.82
0;0;148;20501.61
0;0;153;48652.73
0;0;156;50000
0;0;157;43838.56
0;0;160;47094.76
0;0;162;48283.88
0;0;163;15501.98
0;0;168;12822.65
0;0;176;50000
0;0;181;22833.3
0;0;185;10769.9
0;0;187;49665.59
0;0;188;27689.85
0;0;192;49.25
0;0;197;22768.82
0;0;198;22962.95
0;0;201;28281.49
0;0;202;10271.31
0;0;203;0
0;0;204;36075.1
0;0;205;13471.34
0;0;207;7230.62
0;0;210;12237.05
0;0;211;32157.99
0;0;214;0
0;0;220;42700.69
0;0;221;36749.85
0;0;224;50000
0;0;229;41213.83
0;0;236;35594.54
0;0;244;38995.72
0;0;245;2225.1
0;0;247;27689.85
0;0;248;45700.95
0;0;261;35644.67
0;0;264;19341.21
0;0;266;5668.2
0;0;276;36657.1
0;0;277;24637.3
0;0;279;16827.65
0;0;281;28132.33
0;0;282;48283.88
0;0;283;22768.82
0;0;288;47792.07
0;0;289;38914.6
0;0;292;4533.51
0;0;295;17564.71
0;0;297;35594.54
0;0;304;35789.56
0;0;307;15952.88
0;0;312;1092.64
0;0;313;22142.18
0;0;317;29962.48
0;0;318;37459.1
0;0;324;12853.77
0;0;329;31336.53
0;0;330;10510.59
0;0;332;46467.96
0;0;335;7508.21
0;0;338;7230.62
0;0;339;48639.91
0;0;340;17139.74
0;0;345;41925.7
0;0;348;19520.05
0;0;356;7753.31
0;0;357;1530.65
0;0;362;22241.01
0;0;363;516.99
0;0;365;28746
0;0;368;2783.61
0;0;372;35075.71
0;0;383;23457.03
0;0;385;8506.41
0;0;387;1553.13
0;0;390;10167.09
0;0;394;27689.85
0;0;395;40677.16
0;0;397;10572.41
0;0;408;31448.82
0;0;410;19108.1
0;0;413;29747.93
0;0;415;3100.86
0;0;422;50000
0;0;427;28928.8
0;0;432;10150.22
0;0;436;25941.5
0;0;446;35789.56
0;0;454;25717.43
0;0;455;21641.23
0;0;459;15125.38
0;0;462;22768.82
0;0;464;23647.05
0;0;465;15680.68
0;0;466;31259.81
0;0;467;31949.28
0;0;468;48118.38
0;0;471;15165.68
0;0;474;45216.1
0;0;475;44832.19
0;0;477;27689.85
0;0;478;34667.53
0;0;488;27689.85
0;0;489;26264.12
0;0;494;49.25
0;1;1;22505.82
0;1;8;28003.97
0;1;10;16669.68
0;1;11;22419.24
0;1;15;47230.63
0;1;19;4007.69
0;1;22;28857.06
0;1;28;8500.98
0;1;30;39357.91
0;1;37;43471.73
0;1;45;22081.67
0;1;49;26633.58
0;1;51;5364.02
0;1;53;19738.97
0;1;60;26580.23
0;1;61;7181.44
0;1;68;49599.5
0;1;69;4138.63
0;1;73;18011.36
0;1;74;10640.34
0;1;75;28342.34
0;1;84;19024.99
0;1;87;8111.9
0;1;89;8727.49
0;1;90;46479.74
0;1;97;21108.64
0;1;104;19576.03
0;1;105;48553.66
0;1;108;47219.94
0;1;110;46086.2
0;1;125;30981.5
0;1;127;28126.5
0;1;129;13292.34
0;1;133;47643.81
0;1;134;12047.46
0;1;136;24609.38
0;1;144;10130.62
0;1;147;6037.39
0;1;148;22449.36
0;1;153;29449.39
0;1;156;29400.47
0;1;157;4616.46
0;1;160;2921.29
0;1;162;13866.2
0;1;163;9568.88
0;1;168;10016.05
0;1;176;25031.63
0;1;181;8500.98
0;1;185;2898.24
0;1;187;9092.06
0;1;188;46491.78
0;1;192;43040.73
0;1;197;7858.42
0;1;198;7877.65
0;1;201;47713.4
0;1;202;24172.97
0;1;203;25312.12
0;1;204;8500.98
0;1;205;21007.62
0;1;207;33496.35
0;1;210;36436.68
0;1;211;24157.96
0;1;214;44532.71
0;1;220;6891.85
0;1;221;0
0;1;224;19867.7
0;1;229;34867.32
0;1;236;3883.29
0;1;244;22237.06
0;1;245;37228.24
0;1;247;11116.17
0;1;248;26734.7
0;1;261;43078.13
0;1;264;25086.31
0;1;266;8737.47
0;1;276;25060.69
0;1;277;18859.94
0;1;279;41409.27
0;1;281;47059.98
0;1;282;26662.15
0;1;283;50000
0;1;288;50000
0;1;289;47943.49
0;1;292;43681.97
0;1;295;38155.5
0;1;297;23298.41
0;1;304;1076.42
0;1;307;10130.62
0;1;312;33487.14
0;1;313;18952.77
0;1;317;14278.96
0;1;318;46458.1
0;1;324;30518.47
0;1;329;6729.61
0;1;330;46656.08
0;1;332;13281
0;1;335;10130.62
0;1;338;1070.76
0;1;339;8500.98
0;1;340;27240.4
0;1;345;50000
0;1;348;9938.91
