t;s;g;el
0;2;0;41616.88
0;2;3;15358.1
0;2;5;40899.52
0;2;6;39570.19
0;2;7;12535.15
0;2;16;40454.46
0;2;18;13837.98
0;2;20;6043.57
0;2;23;29185.48
0;2;24;48004.14
0;2;26;11316.66
0;2;27;1473.38
0;2;35;22996.72
0;2;36;26165.55
0;2;38;46798.34
0;2;39;6338.35
0;2;40;4037.5
0;2;41;2433.61
0;2;42;29640.84
0;2;43;10130.62
0;2;44;891.47
0;2;46;48949.13
0;2;48;35137.32
0;2;54;46382.68
0;2;59;37289.41
0;2;63;38200.08
0;2;66;16798.63
0;2;70;41713.39
0;2;77;13938.29
0;2;80;865.35
0;2;81;28327.09
0;2;85;16550.08
0;2;86;6735.88
0;2;88;15491.56
0;2;91;49142.12
0;2;92;20825.4
0;2;95;42680.44
0;2;96;27335.08
0;2;100;18238.27
0;2;107;27004.03
0;2;112;35137.32
0;2;114;50000
0;2;115;6536.2
0;2;116;40858.88
0;2;118;30590.13
0;2;119;26290.07
0;2;120;46193.89
0;2;124;35594.54
0;2;126;41945.81
0;2;128;35137.32
0;2;131;44660.25
0;2;132;8588.47
0;2;135;30285.64
0;2;137;16581.1
0;2;139;21171.09
0;2;140;25788.45
0;2;142;35933.51
0;2;143;31691.36
0;2;145;26329.11
0;2;150;25033.6
0;2;151;35574.1
0;2;154;48350.64
0;2;155;8087.65
0;2;159;25165.29
0;2;161;5474.47
0;2;164;23566.63
0;2;166;37912.5
0;2;167;43229.71
0;2;169;0
0;2;170;35594.54
0;2;172;17398.94
0;2;173;17176.99
0;2;174;2465.23
0;2;177;40419.13
0;2;178;17696.61
0;2;179;25185.91
0;2;183;5405.21
0;2;186;20303.48
0;2;190;26561.4
0;2;193;8588.47
0;2;194;18695.71
0;2;206;39000.92
0;2;212;17990.52
0;2;219;23778.03
0;2;223;43483.3
0;2;225;630.54
0;2;226;32373.65
0;2;228;37674.82
0;2;232;50000
0;2;233;24963.89
0;2;234;48517.53
0;2;238;2048.05
0;2;240;39487.58
0;2;243;3074.37
0;2;246;41164.5
0;2;249;44224.24
0;2;252;28012.43
0;2;253;34532.76
0;2;255;32391.17
0;2;256;24783.71
0;2;257;17424.44
0;2;259;35137.32
0;2;262;9248.71
0;2;268;28011.13
0;2;272;48004.14
0;2;273;3074.37
0;2;274;19643.34
