0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;1;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;1;4;1;0;6;3;4;8;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0;1;0;0;1;2;6;5;0;32;21;9;4;8;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
1;0;1;2;2;2;0;1;7;10;21;18;27;36;3;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0
2;0;5;4;6;2;0;1;0;1;3;6;2;7;5;3;1;3;2;0;1;0;1;0;0;5;0;0;0;0
1;0;1;5;1;3;0;0;0;3;0;2;1;1;0;3;5;2;1;1;0;3;4;1;1;3;1;4;0;0
0;0;0;0;0;0;3;1;5;2;0;0;0;0;0;2;3;9;2;3;0;0;0;3;5;1;3;1;0;0
0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;8;0;7;2;3;6;2;3;0;0;0;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;1;2;9;1;1;2;0;1;0
2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;2;1;0;1;0
0;1;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;5;2;0;1;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;3;1;0;1
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;4;4;6;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;4;19;7;1;0;0;0
0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;5;1;0;1;0;0;0
0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;4;2;3;0;0;1;0;1;0;0;0;0
0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0
