t;s;g;el
1;0;130;13.5389
1;0;142;10.4444
1;0;144;7.0616
1;0;145;4.4449
1;0;164;9.3239
1;0;165;9.34
1;0;184;12.8412
1;0;192;7.0839
1;0;193;14.3449
1;0;194;1.4208
1;0;195;7.5102
1;0;204;11.4947
1;0;217;11.7053
1;0;223;2.932
1;0;229;11.4835
1;0;236;2.6647
1;0;237;6.5791
1;0;255;3.7049
1;0;259;2.325
1;0;263;8.8774
1;0;267;3.6265
1;0;280;1.8836
1;0;290;9.649
1;0;297;14.7394
1;0;306;2.7819
1;0;308;4.3705
1;0;310;7.1435
1;0;311;14.02
1;0;313;2.1362
1;0;324;8.2648
1;0;326;13.0654
1;0;327;6.647
1;0;330;4.8379
1;0;352;3.3679
1;0;354;11.8418
1;0;356;12.152
1;0;359;8.9637
1;0;368;8.9798
1;0;375;4.7678
1;0;377;2.7812
1;0;379;10.1822
1;0;388;7.3685
1;0;392;6.8416
1;0;393;11.2169
1;0;394;14.5724
1;0;411;14.6926
1;0;413;8.0338
1;0;417;5.973
1;0;418;12.9367
1;0;422;8.4655
1;0;425;5.7461
1;0;436;14.5463
1;0;451;13.7372
1;0;455;8.7867
1;0;468;1.9679
1;0;469;13.0757
1;0;470;12.9508
1;0;471;7.8446
1;0;474;5.5766
1;0;484;3.7717
1;0;492;10.5067
1;0;510;7.9899
1;0;514;8.8062
1;0;524;14.4343
1;0;527;7.5016
1;0;539;12.4752
1;0;542;4.4616
1;0;543;8.0445
1;0;551;13.1756
1;0;553;7.2337
1;0;555;10.0804
1;0;557;10.6159
1;0;562;13.2254
1;0;566;7.317
1;0;572;8.354
1;0;575;4.844
1;0;578;14.7379
1;0;587;5.5022
1;0;592;14.5771
1;0;594;10.1114
1;0;604;11.3927
1;0;611;9.6429
1;0;612;7.1866
1;0;631;1.9833
1;0;638;1.376
1;0;640;13.9183
1;0;642;10.8178
1;0;643;5.9672
1;0;644;12.3662
1;0;645;10.4805
1;0;663;11.3244
1;0;668;12.5048
1;0;670;2.6254
1;0;677;8.6857
1;0;681;8.2226
1;0;685;2.209
1;0;691;14.1259
1;0;692;12.0538
1;0;695;12.574
1;0;699;11.0388
1;0;705;2.5202
1;0;709;7.7211
1;0;712;8.0551
1;0;714;2.9663
1;0;719;13.1724
1;0;724;4.8852
1;0;725;13.3923
1;0;727;12.5098
1;0;728;1.4229
1;0;730;3.9427
1;0;731;3.2194
1;0;732;13.7168
1;0;733;3.9571
1;0;744;8.2092
1;0;746;13.6966
1;0;750;8.1614
1;0;751;4.6632
1;0;752;5.5769
1;0;754;14.4576
1;0;755;10.8624
1;0;758;5.5468
1;0;768;9.9982
1;0;770;4.8878
1;0;777;14.8165
1;0;778;10.2864
1;0;779;5.3549
1;0;780;12.3441
1;0;781;12.3807
1;0;782;7.6434
1;0;783;8.2618
1;0;784;13.1358
1;0;791;14.8471
1;0;795;1.7668
1;0;809;4.3809
1;0;817;8.5499
1;0;839;2.6447
1;0;852;13.4275
1;0;853;6.9208
1;0;872;8.5859
1;0;873;7.6547
1;0;915;12.4992
1;0;937;4.9971
1;0;951;6.8117
1;2;130;66.6664
1;2;142;66.5247
1;2;144;64.1908
1;2;145;70.7977
1;2;164;61.565
1;2;165;70.359
1;2;184;69.7931
1;2;192;62.813
1;2;193;67.6986
1;2;194;73.2922
1;2;195;66.7663
1;2;204;74.0192
1;2;217;70.9765
1;2;223;62.4874
1;2;229;61.8516
1;2;236;60.2636
1;2;237;74.1007
1;2;255;62.0166
1;2;259;70.9392
1;2;263;65.2306
1;2;267;63.6676
