t;s;g;el
1;2;178;63.6288
1;2;192;62.813
1;2;198;70.7261
1;2;200;60.6149
1;2;952;68.0286
1;2;953;61.143
1;2;954;70.6278
1;2;955;71.4954
1;2;956;69.334
1;2;957;72.9561
1;2;958;71.6942
1;2;959;67.2485
1;2;960;70.153
1;2;961;67.7593
1;2;962;64.0096
1;2;963;71.3791
1;2;964;68.7556
1;2;965;72.7232
1;2;966;68.4773
1;2;967;68.8955
1;2;968;66.2208
1;2;969;63.1439
1;2;970;71.1581
1;2;971;69.22
1;2;972;70.3212
1;2;973;66.5963
1;2;974;74.0314
1;2;975;73.8471
1;2;976;71.4696
1;2;977;68.4285
1;2;978;65.3637
1;2;979;60.9175
1;2;980;66.0399
1;2;981;69.7823
1;2;982;66.1062
1;2;983;71.6412
1;2;984;71.5577
1;2;985;67.0491
1;2;986;62.9914
1;2;987;67.8338
1;2;988;73.7467
1;2;989;60.1977
1;2;990;70.5829
1;2;991;62.5513
1;2;995;65.4299
1;2;996;70.8391
1;2;997;72.9194
1;2;998;62.2026
1;2;999;68.7036
1;8;178;35.1668
1;8;192;37.4325
1;8;198;30.9497
1;8;200;30.1133
1;8;952;32.2043
1;8;953;28.1848
1;8;954;31.6701
1;8;955;27.7301
1;8;956;36.8935
1;8;957;37.1346
1;8;958;26.1332
1;8;959;33.6266
1;8;960;30.351
1;8;961;28.0864
1;8;962;36.4425
1;8;963;35.2023
1;8;964;30.2529
1;8;965;26.7169
1;8;966;29.6581
1;8;967;25.3557
1;8;968;37.7038
1;8;969;28.2951
1;8;970;39.39
1;8;971;27.312
1;8;972;38.2827
1;8;973;35.4131
1;8;974;39.2968
1;8;975;29.3258
1;8;976;35.3523
1;8;977;26.8774
1;8;978;37.483
1;8;979;38.6858
1;8;980;30.4478
1;8;981;37.9734
1;8;982;26.0834
1;8;983;37.4891
1;8;984;31.0568
1;8;985;33.1846
1;8;986;31.4392
1;8;987;33.0234
1;8;988;29.961
1;8;989;30.9962
1;8;990;32.8222
1;8;991;30.8235
1;8;995;26.4374
1;8;996;28.7501
1;8;997;30.545
1;8;998;26.7465
1;8;999;37.4614
4;2;178;70.2532
4;2;192;68.0446
4;2;198;72.7058
4;2;200;71.1323
4;2;952;63.0683
4;2;953;64.7935
4;2;954;72.4703
4;2;955;60.0834
4;2;956;61.6825
4;2;957;68.3695
4;2;958;66.2163
4;2;959;69.0265
4;2;960;69.0988
4;2;961;60.0991
4;2;962;61.4582
4;2;963;65.3319
4;2;964;67.2009
4;2;965;73.4058
4;2;966;73.4187
4;2;967;60.7393
4;2;968;60.5687
4;2;969;62.0649
4;2;970;72.8167
4;2;971;67.1213
4;2;972;62.2742
4;2;973;64.4745
4;2;974;66.2711
4;2;975;71.4913
4;2;976;71.7256
4;2;977;66.8627
4;2;978;66.2336
4;2;979;69.0302
4;2;980;65.2207
4;2;981;69.6377
4;2;982;60.4629
4;2;983;67.0036
4;2;984;61.5755
4;2;985;66.2222
4;2;986;73.5319
4;2;987;63.1724
4;2;988;71.9502
4;2;989;66.4494
4;2;990;70.8981
4;2;991;64.2508
4;2;995;69.0753
4;2;996;72.9213
4;2;997;72.7205
4;2;998;71.5545
4;2;999;72.8553
4;8;178;31.6159
4;8;192;32.186
4;8;198;27.7545
4;8;200;25.0343
4;8;952;31.5932
4;8;953;35.6769
4;8;954;37.1933
4;8;955;31.9546
4;8;956;39.0462
4;8;957;31.6896
4;8;958;29.0709
4;8;959;36.7307
4;8;960;39.7151
4;8;961;31.8126
4;8;962;26.9195
4;8;963;38.5466
4;8;964;32.2434
4;8;965;31.8436
4;8;966;31.6215
4;8;967;26.9646
4;8;968;34.743
4;8;969;26.4296
4;8;970;34.0594
4;8;971;30.5569
4;8;972;33.9226
4;8;973;30.2205
4;8;974;34.4982
4;8;975;39.5825
4;8;976;35.0146
4;8;977;26.4533
4;8;978;28.0403
4;8;979;38.2151
4;8;980;34.2629
4;8;981;38.4357
4;8;982;27.5081
4;8;983;38.6134
4;8;984;29.117
4;8;985;32.5111
4;8;986;37.035
4;8;987;38.2251
4;8;988;26.9224
4;8;989;34.417
4;8;990;32.6333
4;8;991;36.4685
4;8;995;28.4598
4;8;996;35.3083
4;8;997;39.5716
4;8;998;35.5804
4;8;999;25.8865
