t;s;g;el
0;1;48;10.8838
0;1;89;14.5751
0;1;145;31.6838
0;1;255;27.3602
0;1;328;7.6634
0;1;350;7.4711
0;1;417;28.189
0;1;522;28.5139
0;1;699;21.7489
0;1;729;17.6228
0;1;771;12.1586
0;1;773;20.2434
0;1;801;26.7527
0;1;807;15.0879
0;1;808;10.1061
0;1;827;26.4724
0;1;841;30.6111
0;1;933;27.7399
0;9;48;22.3959
0;9;89;14.8434
0;9;145;16.0373
0;9;255;20.0254
0;9;328;20.3503
0;9;350;10.3337
0;9;417;11.0742
0;9;522;26.4597
0;9;699;24.4854
0;9;729;20.6274
0;9;771;15.0422
0;9;773;19.8546
0;9;801;17.5219
0;9;807;20.0872
0;9;808;10.0336
0;9;827;24.2587
0;9;841;27.4133
0;9;933;21.732
3;1;48;14.3163
3;1;89;22.0472
3;1;145;32.3768
3;1;255;27.9978
3;1;328;16.4929
3;1;350;32.4794
3;1;417;12.0713
3;1;522;18.6274
3;1;699;22.5865
3;1;729;19.8875
3;1;771;14.09
3;1;773;18.2986
3;1;801;26.4882
3;1;807;17.0936
3;1;808;24.0053
3;1;827;15.8387
3;1;841;13.8749
3;1;933;32.8665
3;9;48;20.793
3;9;89;12.335
3;9;145;11.5676
3;9;255;24.285
3;9;328;16.9691
3;9;350;15.6434
3;9;417;18.5213
3;9;522;15.1356
3;9;699;14.8249
3;9;729;14.6499
3;9;771;20.6304
3;9;773;22.0845
3;9;801;26.7394
3;9;807;24.5011
3;9;808;16.7438
3;9;827;24.0268
3;9;841;15.3473
3;9;933;25.3883
