;t3;t3;;t4;t4;;
;c0;c3;;c0;c3;;
g25;2.4476;4.3796;g25;9.227;10.52
g534;7.6063;6.6447;g534;9.148;17.7486
g535;11.4391;15.8486;g535;5.7793;12.7198
g536;9.1576;22.3254;g536;4.9944;15.1227
g537;4.5717;20.0359;g537;8.156;6.9867
g538;14.8172;13.9959;g538;13.2479;12.2256
g539;6.5062;18.0452;g539;13.1903;11.9274
g540;12.3722;0.4377;g540;10.9338;20.5364
g541;3.3855;21.0447;g541;9.9993;18.0302
g542;2.953;12.7714;g542;13.0479;15.5356
g543;1.17;5.5827;g543;8.7908;9.0591
g544;6.7448;7.5944;g544;3.3511;6.7959
g545;6.5084;24.767;g545;13.5007;11.4525
g546;5.6773;4.0681;g546;4.8086;23.3262
g547;10.8937;11.6498;g547;9.0541;13.5286
g548;11.7074;22.1325;g548;6.0479;11.3494
g549;7.9584;13.5212;g549;1.4611;10.0669
g550;2.131;6.3214;g550;13.3491;10.2337
g551;10.4381;6.0768;g551;8.3513;0.7836
g552;5.4207;10.5783;g552;2.0144;3.3898
g553;12.7757;6.8625;g553;14.874;13.7578
g554;1.6843;5.7225;g554;11.5573;20.0332
g555;4.6364;1.6851;g555;2.8931;7.9916
g556;5.9198;24.3606;g556;4.0329;12.3086
g557;14.0894;20.8421;g557;6.3958;2.9992
g558;14.8383;3.4972;g558;12.8524;17.1316
g559;10.5128;1.0187;g559;11.7855;19.0415
g560;9.342;18.4545;g560;2.6663;4.2766
g561;3.5733;5.311;g561;3.3205;19.5627
g562;1.5593;10.7203;g562;1.3961;20.8448
g563;7.0845;11.1539;g563;13.9264;9.2362
g564;14.382;21.2183;g564;14.7306;13.6611
g565;12.3752;12.5104;g565;11.309;10.0142
g566;12.5697;3.4693;g566;10.5738;15.7299
g567;6.204;12.3176;g567;1.6393;18.0064
g568;4.435;13.3036;g568;3.932;18.7462
g569;11.7451;2.2791;g569;6.2706;13.2121
g570;5.4917;5.6507;g570;11.6125;18.7277
g571;11.4691;2.0832;g571;7.4106;17.7782
g572;2.4595;13.4928;g572;6.8079;22.8334
g573;14.03;17.1237;g573;1.5071;19.2813
g574;4.4937;15.0969;g574;2.6588;2.538
g575;8.4066;3.8108;g575;1.0139;12.0582
g576;5.607;0.0698;g576;8.6776;9.5037
g577;2.5163;21.244;g577;2.776;9.4075
g578;9.5441;5.3582;g578;14.8138;4.3689
g579;9.723;19.2363;g579;6.8812;10.7436
g580;14.959;4.6165;g580;6.3078;19.3266
g581;13.9201;18.8427;g581;8.9494;23.1491
g582;10.4292;24.821;g582;7.3875;11.7102
g583;1.4826;14.8409;g583;10.9241;8.7406
g584;10.438;12.4061;g584;1.8399;24.0537
g585;6.1126;15.8229;g585;10.762;19.0629
g587;4.4248;9.7719;g587;1.1566;19.1915
g588;3.361;5.3112;g588;4.9704;18.1087
g589;14.4077;6.0003;g589;13.2541;22.0111
g590;13.7873;10.928;g590;8.2503;24.7626
g591;4.4713;19.3301;g591;13.7963;15.2215
g592;9.2905;22.5317;g592;4.6001;10.7763
g593;9.0338;7.747;g593;3.5665;1.2747
g594;14.0283;21.9353;g594;8.0801;23.0076
g595;11.0258;21.8701;g595;13.2514;2.6065
g596;9.4875;19.0085;g596;1.9289;16.1892
g597;3.2447;17.1455;g597;9.5457;21.5779
g598;8.6854;7.0909;g598;8.8822;3.5426
g599;14.7094;21.4653;g599;2.3731;7.8709
g600;11.4395;9.0097;g600;2.1827;21.6337
g601;2.1131;2.5325;g601;11.5117;2.9589
g602;10.7747;1.4893;g602;4.9005;1.6677
g603;5.5663;16.2655;g603;4.2854;13.5502
g604;8.9902;16.9386;g604;5.3982;21.1876
g605;9.4338;13.9558;g605;6.2918;16.6455
g606;4.2214;22.7838;g606;14.7951;10.6295
g607;3.5803;21.7341;g607;9.8976;13.5141
g608;7.2634;6.7883;g608;11.4932;22.4715
g609;13.8613;15.6221;g609;4.4814;12.774
g610;11.9597;0.4837;g610;9.6045;2.9633
g611;4.018;21.6343;g611;4.7786;20.519
g612;13.3593;9.9125;g612;6.2349;18.2909
g613;11.2428;23.1545;g613;7.2784;6.5762
g614;11.1298;9.6908;g614;13.1673;11.3141
g615;9.5233;5.5579;g615;4.7422;24.7086
g616;11.9329;17.1749;g616;11.6533;23.9776
g617;8.6554;10.4969;g617;13.8672;9.2789
g618;14.5041;9.9465;g618;7.517;10.2096
g619;4.6076;19.5457;g619;3.3792;10.4762
g620;11.6517;9.5188;g620;9.9732;5.2034
g621;3.6137;14.9046;g621;14.1279;20.8419
g622;10.1903;8.7297;g622;7.3182;5.7931
g623;4.7885;9.2306;g623;4.8197;17.5645
g624;7.3585;5.4193;g624;3.6659;12.5744
g625;10.6446;24.4894;g625;14.2153;13.4281
g626;1.6014;8.9155;g626;11.0992;24.1495
g627;11.8767;12.0277;g627;6.2715;7.9602
g628;1.8913;2.0799;g628;12.5781;19.7637
g629;13.0181;21.2306;g629;3.5731;21.6674
g630;2.733;8.5191;g630;3.6059;12.3767
g631;13.8244;24.2981;g631;5.3694;10.0143
g632;11.0089;19.3404;g632;9.4113;7.0894
g633;2.0729;20.3152;g633;9.4579;19.8311
g634;14.7842;22.8528;g634;10.4922;9.4807
g635;1.0611;20.8745;g635;8.1013;21.1903
g636;3.4329;20.8136;g636;1.8077;15.9124
g637;3.0062;13.4566;g637;5.0365;20.7659
g638;10.7989;9.8039;g638;10.0703;7.41
g639;3.1603;20.959;g639;14.0451;2.5645
g640;10.0915;2.5187;g640;13.9953;0.3316
g641;2.5328;1.5396;g641;2.3349;0.7727
g642;9.263;5.7703;g642;3.0501;22.2236
g643;4.9282;9.5287;g643;5.6284;5.9044
g644;10.7377;22.4489;g644;2.9461;11.5706
g645;10.0733;0.3695;g645;7.7692;17.9621
g646;2.399;18.7242;g646;3.2995;16.0072
g647;5.9729;8.7414;g647;5.5091;0.7041
g648;5.1989;11.602;g648;2.6077;4.468
g649;13.3119;23.1477;g649;7.616;7.1797
g650;7.8457;5.1339;g650;1.5223;21.7224
g651;8.9144;7.6912;g651;1.6017;18.4605
g652;7.6792;11.5046;g652;5.7417;11.2229
g653;14.3216;4.0918;g653;2.9625;16.9908
g654;10.939;9.5745;g654;10.8577;5.9445
g655;5.5336;4.4187;g655;2.4736;6.5964
g656;2.3192;9.5027;g656;3.6702;19.4335
g657;2.2624;0.6705;g657;7.0672;21.6222
g658;7.8819;8.4965;g658;7.8177;24.4424
g659;7.7091;20.3042;g659;1.3707;4.8903
g660;14.9917;12.5126;g660;11.0617;18.647
g661;9.3947;10.3844;g661;2.0019;6.1554
g662;9.6329;5.1899;g662;5.0865;1.0642
g663;2.1978;8.7571;g663;5.3571;0.1645
g664;12.2189;10.8756;g664;9.4603;8.8545
g665;8.0906;6.9456;g665;4.1225;8.3161
g666;4.3974;24.375;g666;6.1336;6.494
g667;5.0927;20.2091;g667;8.2908;12.1753




;c0;c0;;c3;c3;;
;t3;t4;;t3;t4;;
g25;2.4476;9.227;g25;4.3796;10.52
g534;7.6063;9.148;g534;6.6447;17.7486
g535;11.4391;5.7793;g535;15.8486;12.7198
g536;9.1576;4.9944;g536;22.3254;15.1227
g537;4.5717;8.156;g537;20.0359;6.9867
g538;14.8172;13.2479;g538;13.9959;12.2256
g539;6.5062;13.1903;g539;18.0452;11.9274
g540;12.3722;10.9338;g540;0.4377;20.5364
g541;3.3855;9.9993;g541;21.0447;18.0302
g542;2.953;13.0479;g542;12.7714;15.5356
g543;1.17;8.7908;g543;5.5827;9.0591
g544;6.7448;3.3511;g544;7.5944;6.7959
g545;6.5084;13.5007;g545;24.767;11.4525
g546;5.6773;4.8086;g546;4.0681;23.3262
g547;10.8937;9.0541;g547;11.6498;13.5286
g548;11.7074;6.0479;g548;22.1325;11.3494
g549;7.9584;1.4611;g549;13.5212;10.0669
g550;2.131;13.3491;g550;6.3214;10.2337
g551;10.4381;8.3513;g551;6.0768;0.7836
g552;5.4207;2.0144;g552;10.5783;3.3898
g553;12.7757;14.874;g553;6.8625;13.7578
g554;1.6843;11.5573;g554;5.7225;20.0332
g555;4.6364;2.8931;g555;1.6851;7.9916
g556;5.9198;4.0329;g556;24.3606;12.3086
g557;14.0894;6.3958;g557;20.8421;2.9992
g558;14.8383;12.8524;g558;3.4972;17.1316
g559;10.5128;11.7855;g559;1.0187;19.0415
g560;9.342;2.6663;g560;18.4545;4.2766
g561;3.5733;3.3205;g561;5.311;19.5627
g562;1.5593;1.3961;g562;10.7203;20.8448
g563;7.0845;13.9264;g563;11.1539;9.2362
g564;14.382;14.7306;g564;21.2183;13.6611
g565;12.3752;11.309;g565;12.5104;10.0142
g566;12.5697;10.5738;g566;3.4693;15.7299
g567;6.204;1.6393;g567;12.3176;18.0064
g568;4.435;3.932;g568;13.3036;18.7462
g569;11.7451;6.2706;g569;2.2791;13.2121
g570;5.4917;11.6125;g570;5.6507;18.7277
g571;11.4691;7.4106;g571;2.0832;17.7782
g572;2.4595;6.8079;g572;13.4928;22.8334
g573;14.03;1.5071;g573;17.1237;19.2813
g574;4.4937;2.6588;g574;15.0969;2.538
g575;8.4066;1.0139;g575;3.8108;12.0582
g576;5.607;8.6776;g576;0.0698;9.5037
g577;2.5163;2.776;g577;21.244;9.4075
g578;9.5441;14.8138;g578;5.3582;4.3689
g579;9.723;6.8812;g579;19.2363;10.7436
