t;s;g;el
3;0;629;0.17
3;0;630;-0.04
3;0;631;-0.24
3;0;632;0.17
3;0;633;0.09
3;0;634;0.1
3;0;635;-0.26
3;0;636;0.17
3;0;637;0.1
3;0;638;-0.21
3;0;639;0.32
3;0;640;-0.16
3;0;641;-0.04
3;0;642;-0.56
3;0;643;0.22
3;0;644;0.15
3;0;645;-0.23
3;0;646;-0.27
3;0;647;-0.11
3;0;648;0.01
3;0;649;-0.13
3;0;650;-0.01
3;0;651;0
3;0;652;-0.12
3;0;886;0.15
3;0;912;1.03
3;0;926;-0.38
3;0;1020;-0.15
3;0;1029;0.3
3;0;1040;0.01
3;0;1096;0.04
3;0;1114;-0.26
3;0;1121;0.02
3;0;1124;-0.28
3;0;1186;-0.18
3;0;1243;0
3;0;1289;-0.24
3;0;1369;0.12
3;0;1447;0
3;0;1456;0
3;0;1490;-0.89
3;0;1492;-0.21
3;0;1502;0.12
3;0;1626;-0.12
3;0;1633;-0.21
3;0;1643;-0.11
3;0;1719;-0.2
3;0;1797;0.02
3;0;1875;-0.16
3;0;1899;0.09
3;0;2039;0.1
3;0;2066;-0.4
3;0;2101;0.34
3;0;2103;-0.11
3;0;2265;-0.22
3;0;2273;-0.21
3;0;2302;0
3;0;2353;-0.21
3;0;2397;-0.03
3;0;2420;0.02
3;0;2426;-0.17
3;0;2445;0
3;0;2507;-0.02
3;0;2601;0.2
3;0;2643;0.12
3;0;2710;-0.08
3;0;2776;-0.19
3;0;2840;0
3;0;2886;-0.29
3;0;2905;-0.19
3;0;2910;-0.3
3;0;2933;-0.13
3;0;2934;0.34
3;0;2938;0.16
3;0;2995;-0.14
3;0;3018;0.08
3;0;3109;-0.14
3;0;3117;-0.11
3;0;3138;0.14
3;0;3249;0.09
3;0;3254;0.22
3;0;3442;0.49
3;0;3446;-0.04
3;0;3463;0.16
3;0;3722;0
3;0;3931;-0.14
3;0;3935;0.19
3;0;4004;-0.02
3;0;4072;0.41
3;0;4086;0.29
3;0;4137;-0.13
3;0;4169;0.09
3;0;4199;0.12
3;0;4272;-0.15
3;0;4273;-0.17
3;0;4283;0.45
3;0;4302;-0.97
3;0;4332;-0.5
3;0;4379;-0.35
3;0;4386;-0.36
3;0;4417;0.39
3;0;4441;0.31
3;0;4449;0.06
3;0;4466;0.43
3;0;4493;0
3;0;4540;-0.5
3;0;4596;0.02
3;0;4721;0.17
3;0;4751;0.22
3;0;4775;-0.42
3;0;4869;0.11
3;0;4980;-0.35
3;0;5021;-0.11
3;0;5057;0.04
3;0;5079;0.22
3;0;5286;-1.05
3;0;5347;0.34
3;0;5374;0.01
3;0;5403;-0.08
3;0;5496;-0.17
3;0;5524;-0.73
3;0;5538;-0.38
3;0;5548;0.12
3;0;5644;-0.08
3;0;5743;0.05
3;0;5803;0.15
3;0;5807;-0.24
3;0;5819;-0.2
3;0;5884;0.15
3;0;5917;-0.16
3;0;5940;0.03
3;0;6109;0.2
3;3;629;0.23
3;3;630;0.21
3;3;631;0.09
3;3;632;0.1
3;3;633;-0.09
3;3;634;-0.09
3;3;635;0.39
3;3;636;-0.09
3;3;637;0.64
3;3;638;-0.46
3;3;639;0.24
3;3;640;-0.1
3;3;641;-0.21
3;3;642;-0.54
3;3;643;0.1
3;3;644;-0.18
3;3;645;-0.27
3;3;646;-0.06
3;3;647;-0.25
3;3;648;0.12
3;3;649;-0.25
3;3;650;0.07
3;3;651;-0.43
3;3;652;0.1
3;3;886;-0.4
3;3;912;-0.11
3;3;926;0.54
3;3;1020;0.34
3;3;1029;-0.19
3;3;1040;0.33
3;3;1096;0.47
3;3;1114;-0.23
3;3;1121;0
3;3;1124;-0.17
3;3;1186;-0.19
3;3;1243;0
3;3;1289;0.26
3;3;1369;0.27
3;3;1447;0.69
3;3;1456;0.55
3;3;1490;-0.29
3;3;1492;-0.12
3;3;1502;0.17
3;3;1626;0.35
3;3;1633;-0.04
3;3;1643;-0.04
3;3;1719;-0.05
3;3;1797;0.28
3;3;1875;0.18
3;3;1899;-0.03
3;3;2039;0.18
3;3;2066;0.43
3;3;2101;0.56
3;3;2103;0.61
3;3;2265;-0.21
3;3;2273;0.35
3;3;2302;0.19
3;3;2353;0.19
3;3;2397;0.14
3;3;2420;0.14
3;3;2426;-0.23
3;3;2445;0.09
3;3;2507;0.02
3;3;2601;0.62
3;3;2643;0.13
3;3;2710;0.02
3;3;2776;-0.25
3;3;2840;-0.45
3;3;2886;0.67
3;3;2905;-0.01
3;3;2910;-0.2
3;3;2933;0.31
3;3;2934;-0.06
3;3;2938;0.2
3;3;2995;-0.26
3;3;3018;-0.34
3;3;3109;-0.28
3;3;3117;-0.26
3;3;3138;0.23
3;3;3249;0.01
3;3;3254;0.36
3;3;3442;0.26
3;3;3446;0.05
3;3;3463;0.65
3;3;3722;-0.28
3;3;3931;0.21
3;3;3935;-0.18
3;3;4004;-0.43
3;3;4072;0.15
3;3;4086;-0.24
3;3;4137;0.54
3;3;4169;0.18
3;3;4199;-0.24
3;3;4272;0.08
3;3;4273;0.2
3;3;4283;-0.38
3;3;4302;-1.04
3;3;4332;-0.29
3;3;4379;0.14
3;3;4386;-0.15
3;3;4417;0.16
3;3;4441;0.14
3;3;4449;0.09
3;3;4466;-0.18
3;3;4493;0.03
3;3;4540;-0.37
3;3;4596;-0.46
3;3;4721;-0.25
3;3;4751;0.17
3;3;4775;0.48
3;3;4869;0.13
3;3;4980;-0.2
3;3;5021;0.38
3;3;5057;0.17
3;3;5079;0.01
3;3;5286;-0.67
3;3;5347;-0.05
3;3;5374;0.36
3;3;5403;-0.15
3;3;5496;0.07
3;3;5524;0.08
3;3;5538;0.15
3;3;5548;0.03
3;3;5644;0.03
