t;s;g;el
0;0;35;0.04
0;0;36;0.07
0;0;42;0
0;0;47;-0.2
0;0;68;0
0;0;72;-0.3
0;0;84;0.33
0;0;95;-0.14
0;0;131;-0.04
0;0;158;-0.47
0;0;162;0.06
0;0;212;-0.27
0;0;290;0
0;0;303;0.15
0;0;324;-0.14
0;0;327;-0.04
0;0;350;0.39
0;0;704;-0.2
0;0;715;0.3
0;0;743;0.01
0;0;821;0.19
0;0;876;-0.7
0;0;880;0.27
0;0;898;-0.32
0;0;905;-0.39
0;0;916;0.36
0;0;966;-0.34
0;0;988;0.16
0;0;1026;-0.12
0;0;1183;0.33
0;0;1189;-0.01
0;0;1194;-0.04
0;0;1221;0.51
0;0;1229;0.11
0;0;1234;0
0;0;1242;0
0;0;1288;0.01
0;0;1330;-0.21
0;0;1353;-0.27
0;0;1355;-0.17
0;0;1366;0.3
0;0;1400;0
0;0;1420;0.04
0;0;1434;-0.34
0;0;1462;-0.12
0;0;1517;0.13
0;0;1519;0.28
0;0;1538;0.08
0;0;1568;-0.19
0;0;1585;0
0;0;1607;0.06
0;0;1742;0.07
0;0;1754;-0.32
0;0;1782;0.02
0;0;1789;0
0;0;1791;0.85
0;0;1809;0.1
0;0;1816;0.04
0;0;1825;0.11
0;0;1840;-0.03
0;0;1879;0.15
0;0;1894;-0.59
0;0;1905;0.3
0;0;1909;-0.2
0;0;1944;-0.2
0;0;1959;0.17
0;0;1963;-0.63
0;0;2002;0.37
0;0;2004;-0.07
0;0;2048;-0.74
0;0;2053;0.09
0;0;2057;0.08
0;0;2077;-0.09
0;0;2109;-0.06
0;0;2134;0.07
0;0;2195;0.04
0;0;2201;0.03
0;0;2248;0.17
0;0;2275;0.13
0;0;2331;0.25
0;0;2343;0.23
0;0;2360;0.05
0;0;2398;-0.67
0;0;2408;-0.32
0;0;2424;0.11
0;0;2450;-0.07
0;0;2472;-0.02
0;0;2606;0.3
0;0;2620;-1.02
0;0;2741;-0.38
0;0;2762;-0.05
0;0;2767;-0.29
0;0;2849;-0.03
0;0;2854;0.18
0;0;2858;-0.16
0;0;2859;0.15
0;0;2870;0
