t;s;g;el
1;0;18;-0.29
1;0;61;-0.16
1;0;160;0.58
1;0;263;-0.4
1;0;349;-0.14
1;0;409;-0.2
1;0;475;-0.46
1;0;509;-0.12
1;0;525;0.13
1;0;625;1.01
1;0;733;0.51
1;0;802;0.39
1;0;806;-0.55
1;0;839;0.33
1;0;976;0
1;0;983;0.42
1;0;1014;0
1;0;1086;0.4
1;0;1091;-0.42
1;0;1149;-0.49
1;0;1174;0
1;0;1190;0.05
1;0;1211;0.15
1;0;1217;0
1;0;1281;-0.16
1;0;1381;0.05
1;0;1414;-0.07
1;0;1438;-0.08
1;0;1465;-0.03
1;0;1616;0.11
1;0;1715;0
1;0;1717;0
1;0;1728;-0.11
1;0;1810;-0.25
1;0;1832;0.06
1;0;1839;0.29
1;0;1842;-0.07
1;0;1862;0
1;0;1889;-0.12
1;0;1935;-0.11
1;0;1998;0.65
1;0;2129;-0.23
1;0;2139;0.29
1;0;2155;-0.26
1;0;2166;-0.47
1;0;2215;0.36
1;0;2230;0.02
1;0;2251;0.08
1;0;2266;-0.35
1;0;2267;0
1;0;2280;0.08
1;0;2303;0.18
1;0;2342;-0.43
1;0;2354;-0.01
1;0;2359;0.06
1;0;2373;-0.17
1;0;2395;-0.74
1;0;2411;-0.05
1;0;2418;-0.39
1;0;2433;-0.32
1;0;2446;-0.06
1;0;2476;-0.05
1;0;2478;0
1;0;2480;-0.27
1;0;2492;0.12
1;0;2511;-0.05
1;0;2580;-0.09
1;0;2646;-0.12
1;0;2651;-0.52
1;0;2662;0.11
1;0;2682;-0.37
1;0;3200;0.05
1;0;3215;-0.47
1;0;3241;-0.86
1;0;3296;0.11
1;0;3306;0.08
1;0;3310;-0.91
1;0;3340;0.19
1;0;3342;0.35
1;0;3351;0.02
1;0;3354;-0.08
1;0;3379;-0.14
1;0;3392;0
1;0;3395;0.53
1;0;3406;-1.06
1;0;3410;-0.16
1;0;3417;-0.42
1;0;3425;-0.21
1;0;3430;-0.47
1;0;3436;-0.32
1;0;3459;-0.09
1;0;3464;0.22
1;0;3503;-0.78
1;0;3507;-0.14
1;0;3519;0.32
1;0;3527;0.55
1;0;3546;0.83
1;0;3548;-0.58
1;0;3583;0.13
1;0;3588;-0.19
1;0;3605;0.03
1;0;3619;0.43
1;0;3621;0.14
1;0;3627;-0.06
1;0;3644;0.12
1;0;3673;-0.52
1;0;3683;-0.54
1;0;3690;0.72
1;0;3760;0.15
1;0;3761;0.58
1;0;3787;-0.34
1;0;3803;0.18
1;0;3810;-0.15
1;0;3816;0
1;0;3834;0
1;0;3885;-0.83
1;0;3891;0.06
1;0;3896;0.04
1;0;3899;-0.05
1;0;3908;-0.18
1;0;3979;0.07
1;0;3988;-0.73
1;0;3989;-0.29
1;0;4001;0
1;0;4008;0.24
1;0;4068;0.28
1;0;4115;0
1;0;4324;0
1;0;4339;0
1;0;4500;0.3
1;0;4524;0
1;0;4528;-0.39
1;0;4550;0
1;0;4581;-0.38
1;0;4624;0.65
1;0;4684;-0.04
1;0;4719;0.09
1;0;4722;0.01
1;0;4834;-0.54
1;0;4874;-0.24
1;0;4898;-0.17
1;0;4927;-0.23
1;0;5020;-0.45
1;0;5022;-0.04
1;0;5049;-0.14
1;0;5051;-0.49
1;0;5055;-0.43
1;0;5089;0.32
1;0;5141;0
1;0;5152;0.13
1;0;5173;-0.18
1;0;5182;0.12
1;0;5221;-0.54
1;0;5257;0.07
1;0;5452;-0.15
1;0;5487;0.09
1;0;5581;0
1;0;5842;0.24
1;0;5921;-0.31
1;0;5928;-0.12
1;0;5947;0.19
1;0;6098;-0.25
1;1;18;-0.42
1;1;61;0.41
1;1;160;0
1;1;263;0
1;1;349;0
1;1;409;-0.4
1;1;475;0.4
1;1;509;0.13
1;1;525;0.31
1;1;625;0.52
1;1;733;0
1;1;802;-0.29
1;1;806;0.03
1;1;839;-0.04
1;1;976;0.22
1;1;983;-0.23
1;1;1014;0.19
1;1;1086;-0.99
1;1;1091;-0.36
1;1;1149;0.64
1;1;1174;0.3
1;1;1190;0.37
1;1;1211;0.84
1;1;1217;0.03
1;1;1281;0.22
1;1;1381;-0.02
1;1;1414;0.25
1;1;1438;0.53
1;1;1465;-0.07
1;1;1616;-1.4
1;1;1715;0.17
1;1;1717;-0.3
1;1;1728;1
1;1;1810;-0.46
1;1;1832;0.07
1;1;1839;1.53
1;1;1842;-0.27
1;1;1862;-0.09
1;1;1889;0.24
1;1;1935;0.42
1;1;1998;-0.07
1;1;2129;0.04
1;1;2139;-0.88
1;1;2155;-0.28
1;1;2166;0.85
1;1;2215;-0.21
1;1;2230;-0.43
1;1;2251;-0.03
1;1;2266;0.06
1;1;2267;0.32
1;1;2280;0.15
1;1;2303;-0.13
1;1;2342;0.95
1;1;2354;0.08
1;1;2359;0.47
1;1;2373;0.46
