6.725999637;6.366668568;7.612584928;6.363868362
6.782048282;8.005814136;7.604909887;3.184746387
5.266148306;5.457932916;6.740764863;6.059661196
1.700746983;1.887508977;3.021650268;3.487095525
3.426349493;4.030850974;4.489577775;3.80484842
4.401245542;5.126151173;6.347187831;5.067840913
5.104148381;3.677592944;4.633816563;3.520194784
5.092743573;6.706293105;6.695103174;5.470386075
6.735314991;5.706828379;4.788258344;3.439156395
3.334619638;3.914685602;4.592818614;3.271556657
8.163955722;7.34190079;8.702545942;7.057277182
4.794219398;5.380120072;6.379440634;5.187621405
7.441773284;4.796195991;6.069161937;4.706596732
4.193363696;5.651391665;6.530879292;5.486764262
4.335943262;4.960235871;5.864378094;5.143462247
4.765684446;6.636389134;8.338125921;5.980188926
3.375694529;5.723526806;6.755449923;5.277646356
5.175352152;5.370824293;6.215235207;5.873230897
4.95828212;5.5764042;6.460143468;5.651158185
5.045171991;5.30891211;5.884798074;4.792138551
6.934905009;6.146922358;7.251113559;6.255497634
6.01364831;5.687756423;6.756757617;5.79949283
