5.652098121;6.219961306;7.055454771;7.490433276
4.646811604;5.431591306;6.071656743;5.215597132
5.004256682;5.220552068;5.995447587;7.100211422
4.639294383;2.554650156;4.316612229;4.716420272
4.750205983;4.646504605;4.491480224;4.601042198
5.101129996;4.478673244;6.658856588;5.511360075
5.521252747;4.797823058;4.43235858;4.777753297
4.687131208;6.450092563;6.610229066;6.709178148
5.682626643;9.170224876;4.127052968;5.761567604
4.848922253;2.71363554;4.143919824;5.499693098
7.166637753;7.369448238;7.31665945;6.687605723
5.081827601;6.005271328;6.257933407;5.777259245
6.196833637;5.243549295;5.798261504;5.329142916
4.853616725;5.041372909;4.881562464;4.70507273
5.094113513;3.148748727;5.149305412;4.803829716
4.043324797;4.466884694;6.25980851;5.707374459
4.243045009;4.930414029;6.278182314;5.652162185
5.320341052;4.888156713;5.989624681;5.497085209
5.173841732;5.104070549;6.718595403;6.08421313
5.21954933;5.292092325;4.807983229;5.379489928
6.034683691;3.410520929;3.191388231;5.854060539
5.623572639;3.972962591;6.301600917;6.069839166
