0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;2;1;1;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;3;0;1;0;0;3;54;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
0;2;1;5;7;3;0;10;10;19;12;3;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0
1;4;1;6;6;8;15;17;13;77;62;24;9;10;3;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
1;5;10;4;8;5;9;6;21;55;81;76;86;110;12;3;0;0;0;1;0;0;0;1;0;2;0;0;3;0
4;1;15;23;16;10;4;3;5;7;8;12;7;20;6;5;4;6;2;0;1;1;7;8;0;10;1;3;0;0
1;2;5;16;5;4;4;1;1;4;2;4;1;5;3;9;14;5;5;2;4;6;12;4;4;12;3;6;0;0
0;0;0;0;0;1;3;1;5;3;0;0;1;0;2;8;13;10;5;13;0;8;3;7;7;10;4;3;0;0
0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;3;1;23;3;16;5;11;13;13;11;0;2;0;2;1
2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;4;3;6;10;3;4;5;19;9;3;3;3;1;0
2;8;2;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;2;4;3;1;2;0;3;2;2;2;0
0;3;2;0;0;0;0;0;0;0;0;1;0;1;3;3;0;1;0;0;0;0;2;0;0;10;3;0;3;0
1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;1;0;3;15;14;6;3;2
1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;2;1;6;13;10;6;1;1
0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;3;1;1;3;6;6;37;11;2;2;0;0
0;0;0;1;1;1;1;1;0;0;0;2;0;0;0;0;0;1;1;1;5;3;3;13;2;1;1;1;0;2
0;0;3;0;0;0;2;1;0;0;0;0;0;0;0;1;1;1;7;4;3;1;3;2;0;1;1;0;0;0
0;1;1;2;2;1;0;2;0;0;0;0;0;0;0;0;2;1;2;2;4;0;3;1;0;0;0;0;0;0
