t;s;g;el
4;0;1054;0.16
4;0;1055;-0.24
4;0;1056;0.28
4;0;1057;0.19
4;0;1058;0.09
4;0;1059;0.26
4;0;1060;0.18
4;0;1061;-0.04
4;0;1062;0.15
4;0;1063;-0.29
4;0;5991;0.28
4;0;5992;-0.82
4;0;5993;-0.07
4;0;5994;-0.09
4;0;5995;0
4;0;5996;-0.37
4;0;5997;0.06
4;0;5998;-0.4
4;0;5999;0.03
4;0;6000;-0.2
4;0;6001;0.29
4;0;6002;0.14
4;0;6003;0.08
4;0;6004;0.29
4;0;6005;0.01
4;0;6006;0.05
4;0;6007;0.35
4;0;6008;-0.09
4;0;6009;0.1
4;0;6010;-0.02
4;0;6011;0.13
4;0;6012;0.11
4;0;6013;0.17
4;0;6014;0.08
4;0;6015;0.18
4;0;6016;-0.21
4;0;6017;-0.03
4;0;6018;-0.32
4;0;6019;0
4;0;6020;-0.14
4;0;6021;0.29
4;0;6022;0.11
4;0;6023;0.14
4;0;6024;-0.18
4;0;6025;0.07
4;0;6026;0.03
4;0;6027;0.26
4;0;6028;0.13
4;0;6029;0.15
4;0;6030;0.06
4;0;6031;0.18
4;0;6032;0.11
4;0;6033;0.23
4;0;6034;0.14
4;0;6035;0.04
4;0;6036;0.12
4;0;6037;0.14
4;0;6038;0.14
4;0;6039;0.07
4;0;6040;-0.25
4;0;6041;-0.09
4;0;6042;-0.02
4;0;6043;0.07
4;0;6044;0.17
4;0;6045;-0.16
4;0;6046;-0.39
4;0;6047;-0.08
4;0;6048;0.06
4;0;6049;0.22
4;0;6050;0.17
4;0;6051;0.27
4;0;6052;0.05
4;0;6053;0.16
4;0;6054;-0.22
4;0;6055;0.21
4;0;6056;0.06
4;0;6057;0.12
4;0;6058;-0.02
4;0;6059;0.05
4;0;6060;0.03
4;0;6061;0.13
4;0;6062;-0.09
4;0;6063;0.08
4;0;6064;-0.38
4;0;6065;0.05
4;0;6066;-0.53
4;0;6067;0.19
4;0;6068;0
4;0;6069;-0.04
4;0;6070;0.03
4;0;6071;0.19
4;0;6072;-0.01
4;0;6073;0.24
4;0;6074;-0.09
4;0;6075;-0.08
4;0;6076;0.01
4;0;6077;-0.08
4;0;6078;-0.03
4;0;6079;0.12
4;0;6080;0.04
4;0;6081;-0.26
4;0;6082;0.08
4;0;6083;-0.1
4;0;6084;-0.18
4;0;6085;-0.28
4;0;6086;-0.26
4;0;6087;0.27
4;0;6088;0.18
4;0;6089;-0.08
4;0;6090;0
4;0;6091;-0.06
4;0;6092;-1.36
4;0;6093;0.26
4;0;6094;-0.02
4;0;6095;-0.12
4;0;6096;-0.1
4;0;6097;0.03
4;0;6098;0.14
4;0;6099;0.34
4;0;6100;0.1
4;0;6101;0.15
4;0;6102;0.16
4;0;6103;0.14
4;0;6104;-0.06
4;0;6105;0.01
4;0;6106;-0.11
4;0;6107;0.22
4;0;6108;0.67
4;0;6109;0.42
4;0;6110;-0.01
4;0;6111;0.1
4;0;6112;0.04
4;0;6113;0.18
4;0;6114;0.18
4;0;6115;0.31
4;0;6116;-0.37
4;0;6117;0.29
4;0;6118;-0.12
4;0;6119;0.08
4;0;6120;0.22
4;0;6121;-0.25
4;0;6122;-0.61
4;0;6123;0.03
4;0;6124;0.26
4;0;6125;0.16
4;0;6126;0.16
4;0;6127;0.46
4;0;6128;0.15
4;0;6129;-1.07
4;0;6130;0.1
4;0;6131;0.35
4;0;6132;0.47
4;0;6133;0.68
4;0;6134;-0.26
4;0;6135;0.04
4;0;6136;-0.2
4;0;6137;-0.11
4;0;6138;0
4;0;6139;0
4;0;6140;0
4;0;6141;-0.07
4;0;6142;0
4;0;6143;-0.08
4;0;6144;0
4;0;6145;0
4;0;6146;0.02
4;0;6147;0.6
4;0;6148;0.61
4;0;6149;0.25
4;0;6150;0.18
4;0;6151;-0.1
4;0;6152;0
4;0;6153;0.13
4;0;6154;0.3
4;0;6155;0.11
4;0;6156;0.3
4;0;6157;0.28
4;0;6158;0
4;0;6159;0
4;0;6160;0
4;0;6161;-0.01
4;0;6162;0.1
4;0;6163;0.05
4;0;6164;-0.14
4;0;6165;0.1
4;0;6166;-0.2
4;0;6167;-0.01
4;0;6168;0.07
4;0;6169;-0.13
4;0;6170;0.13
4;0;6171;0.29
4;0;6172;0
4;0;6173;-0.16
4;0;6174;0.08
4;0;6175;0.19
4;0;6176;0.14
4;0;6177;0.18
4;1;1054;0.94
4;1;1055;-0.48
4;1;1056;0.36
4;1;1057;0.33
4;1;1058;0.63
4;1;1059;0.04
4;1;1060;-0.05
4;1;1061;0.66
4;1;1062;0.91
4;1;1063;-0.16
4;1;5991;-0.42
4;1;5992;-0.75
4;1;5993;0.21
4;1;5994;0.15
4;1;5995;0
4;1;5996;-0.13
4;1;5997;0
4;1;5998;-0.21
4;1;5999;0.19
4;1;6000;0.39
4;1;6001;0.46
4;1;6002;0.11
4;1;6003;0.28
4;1;6004;0.16
4;1;6005;0.05
4;1;6006;-0.05
4;1;6007;0
4;1;6008;-0.08
4;1;6009;-0.27
4;1;6010;-0.27
4;1;6011;-0.04
4;1;6012;-0.12
4;1;6013;-0.01
4;1;6014;-0.3
4;1;6015;0.41
4;1;6016;0.11
4;1;6017;0.4
4;1;6018;-0.44
4;1;6019;-0.11
4;1;6020;-0.54
4;1;6021;-0.03
4;1;6022;0.34
4;1;6023;-0.26
4;1;6024;-0.36
4;1;6025;0.03
4;1;6026;-0.22
4;1;6027;-0.07
4;1;6028;0.05
4;1;6029;-0.19
4;1;6030;-0.8
4;1;6031;0.27
4;1;6032;-0.77
4;1;6033;-0.1
4;1;6034;-0.85
4;1;6035;0.09
4;1;6036;-0.7
4;1;6037;0
4;1;6038;0.05
4;1;6039;-0.04
4;1;6040;-0.19
4;1;6041;-0.1
4;1;6042;-0.02
4;1;6043;-0.72
4;1;6044;0.23
4;1;6045;0.77
4;1;6046;-0.35
4;1;6047;0.66
4;1;6048;0.28
4;1;6049;0.49
4;1;6050;0.49
4;1;6051;0.52
4;1;6052;-0.7
4;1;6053;0.13
4;1;6054;0.08
4;1;6055;0.38
4;1;6056;-0.46
4;1;6057;0.36
4;1;6058;-0.36
4;1;6059;-0.32
4;1;6060;-0.47
4;1;6061;-0.2
4;1;6062;-0.02
4;1;6063;0.03
4;1;6064;-0.07
4;1;6065;0
4;1;6066;-0.34
4;1;6067;0
4;1;6068;0.27
4;1;6069;0
4;1;6070;-0.28
4;1;6071;0
4;1;6072;-0.54
4;1;6073;-0.49
4;1;6074;-0.78
4;1;6075;0.2
4;1;6076;-1.1
4;1;6077;0.15
4;1;6078;0.13
4;1;6079;0.49
4;1;6080;-0.38
4;1;6081;-0.35
4;1;6082;-0.48
4;1;6083;0.07
4;1;6084;-0.37
4;1;6085;-0.53
4;1;6086;0.32
4;1;6087;0.37
4;1;6088;0.48
4;1;6089;-0.15
4;1;6090;0.26
4;1;6091;0.29
4;1;6092;0.71
4;1;6093;-0.53
4;1;6094;0.11
4;1;6095;0.02
4;1;6096;-0.49
4;1;6097;-0.79
4;1;6098;-1.27
4;1;6099;-0.25
4;1;6100;0.09
4;1;6101;0.57
4;1;6102;-0.96
4;1;6103;-0.24
4;1;6104;0.16
4;1;6105;0.39
4;1;6106;-0.23
4;1;6107;-0.17
4;1;6108;-0.44
4;1;6109;-0.2
4;1;6110;-0.28
4;1;6111;0.43
4;1;6112;-0.29
4;1;6113;-0.34
4;1;6114;0.2
4;1;6115;-0.48
4;1;6116;-0.4
4;1;6117;-0.03
4;1;6118;-0.03
4;1;6119;0.03
4;1;6120;0.18
4;1;6121;-0.62
4;1;6122;0.18
4;1;6123;0.6
4;1;6124;0.13
4;1;6125;0.34
4;1;6126;0.18
4;1;6127;0.56
4;1;6128;0.08
4;1;6129;0.9
4;1;6130;0.3
4;1;6131;-1.35
4;1;6132;0.58
4;1;6133;0.51
4;1;6134;-0.19
4;1;6135;0.18
4;1;6136;-0.15
4;1;6137;0.01
4;1;6138;0.42
4;1;6139;-0.24
4;1;6140;0.3
4;1;6141;-0.02
4;1;6142;-0.13
4;1;6143;0.28
4;1;6144;-0.06
4;1;6145;0
4;1;6146;-0.91
4;1;6147;-0.46
4;1;6148;-0.83
4;1;6149;0.32
4;1;6150;-0.22
4;1;6151;-0.15
4;1;6152;-0.12
4;1;6153;-0.06
4;1;6154;0.13
4;1;6155;0.34
4;1;6156;-0.1
4;1;6157;0.39
4;1;6158;-0.05
4;1;6159;-0.47
4;1;6160;-0.06
4;1;6161;-0.14
4;1;6162;0.05
4;1;6163;0.23
4;1;6164;-0.21
4;1;6165;0
4;1;6166;0.03
4;1;6167;0.39
4;1;6168;-0.2
4;1;6169;0.23
4;1;6170;0.11
4;1;6171;0.65
4;1;6172;-0.26
4;1;6173;0.3
4;1;6174;1.3
4;1;6175;-0.46
4;1;6176;-0.44
4;1;6177;-0.6
4;2;1054;-0.55
4;2;1055;-0.92
4;2;1056;0.34
4;2;1057;0.45
4;2;1058;0.08
4;2;1059;-0.31
4;2;1060;0.05
4;2;1061;0.24
4;2;1062;-0.18
4;2;1063;-0.48
4;2;5991;-0.77
4;2;5992;-0.36
4;2;5993;0.33
4;2;5994;-0.16
4;2;5995;0.01
4;2;5996;-0.02
4;2;5997;-0.14
4;2;5998;0.2
4;2;5999;-0.07
4;2;6000;0.22
4;2;6001;0.06
4;2;6002;0.37
4;2;6003;-0.01
4;2;6004;0.87
4;2;6005;0.36
4;2;6006;0.04
4;2;6007;0.23
4;2;6008;-0.16
4;2;6009;-0.19
4;2;6010;0.09
4;2;6011;-0.07
4;2;6012;0.53
4;2;6013;0.47
4;2;6014;0.17
4;2;6015;0.33
4;2;6016;0.18
4;2;6017;0.23
4;2;6018;0.74
4;2;6019;0.23
4;2;6020;-0.46
4;2;6021;0.09
4;2;6022;-0.8
4;2;6023;-0.06
4;2;6024;-0.08
4;2;6025;0.29
4;2;6026;0.02
4;2;6027;-0.79
