t;s;g;el
4;0;1188;-0.34
4;0;1189;-0.45
4;0;1190;-0.01
4;0;1191;-0.14
4;0;1192;-0.3
4;0;1193;-0.04
4;0;1194;-0.43
4;0;1195;-0.42
4;0;1196;0.16
4;0;1197;0.1
4;0;1198;0.19
4;0;1199;0.11
4;0;1200;-0.08
4;0;1201;-0.04
4;0;1202;-0.03
4;0;1203;0.11
4;0;1204;0.22
4;0;1205;0.04
4;0;1206;0.14
4;0;1207;0.23
4;0;1208;-0.25
4;0;1209;-0.14
4;0;1210;-0.28
4;0;1211;-0.21
4;0;1212;0.05
4;0;1213;-0.67
4;0;1214;-0.06
4;0;1215;0.01
4;0;1216;0
4;0;1217;0.16
4;0;1218;-0.15
4;0;1219;0.21
4;0;1220;0.75
4;0;1221;0.19
4;0;1222;1.3
4;0;1223;1.4
4;0;1224;0.08
4;0;1225;0.04
4;0;1226;-0.09
4;0;1227;0.15
4;0;1228;0.1
4;0;1229;0.38
4;0;1230;0.14
4;0;1231;0.06
4;0;1232;-0.63
4;0;1233;0
4;0;1234;0
4;0;1235;0
4;0;1236;0
4;0;1237;0
4;0;1238;0
4;0;1239;0
4;0;1240;0
4;0;1241;0
4;0;1242;0
4;0;1243;0
4;0;1244;0
4;0;1245;0
4;0;1246;0
4;0;1247;0.04
4;0;1248;-0.3
4;0;1249;-0.11
4;0;1250;-0.12
4;0;1251;0.17
4;0;1252;-0.35
4;0;1253;0.15
4;0;1254;-0.16
4;0;1255;0.07
4;0;1256;-0.03
4;0;1257;0.09
4;0;1258;0.06
4;0;1259;0.29
4;0;1260;0.27
4;0;1261;-0.01
4;0;1262;-0.09
4;0;1263;0.42
4;0;1264;-0.06
4;0;1265;0.03
4;0;1266;-0.12
4;0;1267;-0.1
4;0;1268;0.11
4;0;1269;-0.11
4;0;1270;-0.01
4;0;1271;0.11
4;0;1272;0.28
4;0;1273;0.13
4;0;1274;-0.01
4;0;1275;0.17
4;0;1276;0.04
4;0;1277;0.01
4;0;1278;0.12
4;0;1279;0.18
4;0;1280;-0.21
4;0;1281;0.3
4;0;1282;-0.1
4;0;1283;-0.81
4;0;1284;-0.21
4;0;1285;0
4;0;1286;0.08
4;0;1287;-0.06
4;0;1288;0.34
4;0;1289;0.17
4;0;1290;-0.27
4;0;1291;0.2
4;0;1292;0.29
4;0;1293;-0.21
4;0;1294;0.15
4;0;1295;0.46
4;0;1296;0
4;0;1297;0.38
4;0;1298;0
4;0;1299;0.09
4;0;1300;0
4;0;1301;0.13
4;0;1302;0
4;0;1303;0.41
4;0;1304;-0.31
4;0;1305;0.56
4;0;1306;-0.48
4;0;1307;0.18
4;0;1308;0.03
4;0;1309;0.22
4;0;1310;-0.22
4;0;1311;0.38
4;0;1312;-0.06
4;0;1313;0.05
4;0;1314;-0.06
4;0;1315;0.31
4;0;1316;0.11
4;0;1317;0.37
4;0;1318;0.02
4;0;1319;0.28
4;0;1320;0.06
4;0;1321;0.24
4;0;1322;0.08
4;0;1323;0.47
4;0;1324;-0.02
4;0;1325;0
4;0;1326;0.15
4;0;1327;0
4;0;1328;-0.46
4;0;1329;0.04
4;0;1330;-0.03
4;0;1331;-0.05
4;0;1332;-0.34
4;0;1333;-0.08
4;0;1334;-0.11
4;0;1335;-0.35
4;0;1336;-0.07
4;0;1337;-0.1
4;0;1338;-0.22
4;0;1339;-0.25
4;0;1340;0.28
4;0;1341;0
4;0;1342;-0.09
4;0;1343;0
4;0;1344;-0.09
4;0;1345;0
4;0;1346;0.07
4;0;1347;0
4;0;1348;0
4;0;1349;0
4;0;1350;0.24
4;0;1351;0
4;0;1352;0.28
4;0;1353;0.68
4;0;1354;0.38
4;0;1355;0.02
4;0;1356;-0.37
4;0;1357;0.09
4;0;1358;-0.09
4;0;1359;0.29
4;0;1360;0.08
4;0;1361;0.09
4;0;1362;0.05
4;0;1363;-0.44
4;0;1364;0.06
4;0;1365;-0.03
4;0;1366;0.44
4;0;1367;0.27
4;0;1368;0.23
4;0;1369;0.04
4;0;1370;0.25
4;0;1371;-0.23
4;0;1372;-0.04
4;0;1373;0.04
4;0;1374;0.11
4;0;1375;0.03
4;0;1376;-0.3
4;0;1377;-0.34
4;0;1378;-0.12
4;0;1379;-0.53
4;0;1380;-0.36
4;1;1188;-0.69
4;1;1189;-0.95
4;1;1190;-0.05
4;1;1191;0.42
4;1;1192;-0.84
4;1;1193;-0.19
4;1;1194;-0.34
4;1;1195;-0.12
4;1;1196;-0.66
4;1;1197;0.21
4;1;1198;-0.56
4;1;1199;0.12
4;1;1200;-0.49
4;1;1201;-0.03
4;1;1202;-0.66
4;1;1203;0.43
4;1;1204;-0.07
4;1;1205;-0.04
4;1;1206;0.07
4;1;1207;0.08
4;1;1208;0.11
4;1;1209;0.01
4;1;1210;-0.12
4;1;1211;0.04
4;1;1212;-0.31
4;1;1213;0.53
4;1;1214;-0.02
4;1;1215;-0.41
4;1;1216;0.05
4;1;1217;0.17
4;1;1218;-0.14
4;1;1219;0.44
4;1;1220;0.07
4;1;1221;0.28
4;1;1222;0.39
4;1;1223;1.11
4;1;1224;-0.31
4;1;1225;0.16
4;1;1226;-0.25
4;1;1227;-0.11
4;1;1228;-0.23
4;1;1229;0.05
4;1;1230;0.34
4;1;1231;0.54
4;1;1232;0.26
4;1;1233;0.06
4;1;1234;0.31
4;1;1235;-0.59
4;1;1236;0.01
4;1;1237;0.11
4;1;1238;0.01
4;1;1239;0
4;1;1240;-0.07
4;1;1241;0.5
4;1;1242;-0.05
4;1;1243;0.32
4;1;1244;0.11
4;1;1245;0.24
4;1;1246;-0.39
4;1;1247;0.2
4;1;1248;-0.01
4;1;1249;-0.29
4;1;1250;0.38
4;1;1251;0.71
4;1;1252;-0.12
4;1;1253;0.01
4;1;1254;-0.26
4;1;1255;-0.46
4;1;1256;0.07
4;1;1257;0
4;1;1258;-0.61
4;1;1259;0.48
4;1;1260;0.32
4;1;1261;0.24
4;1;1262;0.45
4;1;1263;0.12
4;1;1264;-0.08
4;1;1265;0.08
4;1;1266;-0.21
4;1;1267;-0.09
4;1;1268;-0.25
4;1;1269;-0.67
4;1;1270;-0.78
4;1;1271;0.83
4;1;1272;0.2
4;1;1273;0.37
4;1;1274;-0.21
4;1;1275;0.02
4;1;1276;0.08
4;1;1277;-0.11
4;1;1278;-0.86
4;1;1279;0.42
4;1;1280;0.15
4;1;1281;0.62
4;1;1282;0.12
4;1;1283;0.34
4;1;1284;-0.11
4;1;1285;0
4;1;1286;-0.12
4;1;1287;-1.52
4;1;1288;-0.23
4;1;1289;0
4;1;1290;-0.2
4;1;1291;0.28
4;1;1292;0.21
4;1;1293;0.8
4;1;1294;0.47
4;1;1295;0.68
4;1;1296;-0.03
4;1;1297;0.3
4;1;1298;0
4;1;1299;0.2
4;1;1300;0.32
4;1;1301;0.36
4;1;1302;-0.56
4;1;1303;0.13
4;1;1304;-0.04
4;1;1305;0.8
4;1;1306;-0.33
4;1;1307;-0.6
4;1;1308;-0.01
4;1;1309;-0.26
4;1;1310;-0.73
4;1;1311;-1.32
4;1;1312;-0.15
4;1;1313;0
4;1;1314;-0.49
4;1;1315;0
4;1;1316;0.45
4;1;1317;0.62
4;1;1318;0.22
4;1;1319;0.83
4;1;1320;0.08
4;1;1321;-0.02
4;1;1322;0.09
4;1;1323;-0.57
4;1;1324;0.82
4;1;1325;0
4;1;1326;-0.72
4;1;1327;0.04
4;1;1328;-0.3
4;1;1329;-1.36
4;1;1330;-0.04
4;1;1331;0.65
4;1;1332;-0.1
4;1;1333;0.19
4;1;1334;0
4;1;1335;0
4;1;1336;0.06
4;1;1337;0
4;1;1338;0
4;1;1339;0
4;1;1340;-0.14
4;1;1341;0.26
4;1;1342;-0.33
4;1;1343;0.75
4;1;1344;0.16
4;1;1345;-0.3
4;1;1346;0.12
4;1;1347;0.62
4;1;1348;0.3
4;1;1349;0.25
4;1;1350;0.63
4;1;1351;-0.14
4;1;1352;0.22
4;1;1353;0.34
4;1;1354;0.51
4;1;1355;0
4;1;1356;-0.17
4;1;1357;0.01
4;1;1358;0.35
4;1;1359;0.01
4;1;1360;0.17
4;1;1361;0.25
4;1;1362;-0.16
4;1;1363;-0.49
4;1;1364;-0.42
4;1;1365;0.69
4;1;1366;-0.58
4;1;1367;0.06
4;1;1368;-0.91
4;1;1369;-0.11
4;1;1370;-0.76
4;1;1371;0.36
4;1;1372;0.26
4;1;1373;-0.46
4;1;1374;-0.7
4;1;1375;0.22
4;1;1376;0.16
4;1;1377;0.03
4;1;1378;-0.55
4;1;1379;0.26
4;1;1380;0.76
4;3;1188;0.02
4;3;1189;0.06
4;3;1190;-0.14
4;3;1191;0.03
4;3;1192;0.27
4;3;1193;0.17
4;3;1194;-0.34
4;3;1195;0.02
4;3;1196;0.16
4;3;1197;-0.27
4;3;1198;-0.31
4;3;1199;-0.14
4;3;1200;-0.22
4;3;1201;-0.19
4;3;1202;-0.46
4;3;1203;-0.15
4;3;1204;-0.14
4;3;1205;0.01
4;3;1206;0.12
4;3;1207;0.09
4;3;1208;-0.18
4;3;1209;0.17
4;3;1210;-0.24
4;3;1211;0.08
4;3;1212;-0.41
4;3;1213;-0.03
4;3;1214;-0.18
4;3;1215;0.19
4;3;1216;-0.15
4;3;1217;-0.45
