t;s;g;el
1;0;0;-0.15
1;0;105;0.02
1;0;152;-0.02
1;0;177;0.72
1;0;205;0.35
1;0;220;-0.43
1;0;286;-0.06
1;0;287;0.25
1;0;336;-0.67
1;0;388;1.62
1;0;475;-0.46
1;0;498;-0.92
1;0;537;0.15
1;0;579;0.03
1;0;629;0.18
1;0;638;0
1;0;659;0.39
1;0;699;0.43
1;0;789;-0.16
1;0;864;-0.22
1;0;873;0.35
1;0;925;-0.09
1;0;992;0.27
1;0;1033;-0.2
1;0;1127;-0.24
1;0;1150;-0.3
1;0;1254;0
1;0;1425;-0.04
1;0;1432;-0.35
1;0;1537;0.05
1;0;1542;0.03
1;0;1591;0.06
1;0;1595;-0.16
1;0;1622;0
1;0;1664;0.19
1;0;1666;0.07
1;0;1767;0.12
1;0;1771;0.35
1;0;1834;0
1;0;1868;0.12
1;0;1990;-0.11
1;0;2046;0.2
1;0;2054;-0.57
1;0;2074;0
1;0;2107;0.21
1;0;2136;0.06
1;0;2141;0.33
1;0;2154;-0.06
1;0;2181;0
1;0;2239;-0.69
1;0;2268;0.23
1;0;2270;0.16
1;0;2362;-0.16
1;0;2465;-0.28
1;0;2479;-0.23
1;0;2484;-0.15
1;0;2585;1.03
1;0;2597;0.06
1;0;2677;-0.24
1;0;2787;0
1;0;2789;0
1;0;2800;0.09
1;0;2841;0
1;0;2916;0.19
1;0;3064;0.03
1;0;3106;-0.1
1;0;3178;0.42
1;0;3242;-0.78
1;0;3282;-0.37
1;0;3317;0.11
1;0;3319;0.21
1;0;3325;0.27
1;0;3334;0
1;0;3353;-0.16
1;0;3361;-0.33
1;0;3430;-0.47
1;0;3503;-0.78
1;0;3717;-0.25
1;0;3796;0.11
1;0;3914;-0.26
1;0;3921;1.31
1;0;3933;-0.14
1;0;3943;0.07
1;0;4026;0.22
1;0;4095;0.37
1;0;4113;0.03
1;0;4225;-0.02
1;0;4233;-0.09
1;0;4249;0.18
1;0;4270;-0.41
1;0;4350;0.05
1;0;4369;-0.3
1;0;4514;0
1;0;4600;0.01
1;0;4706;-0.11
1;0;4714;-0.24
1;0;4761;-0.2
1;0;4837;-0.3
1;0;4848;0.07
1;0;4911;0.85
1;0;5073;-0.24
