t;s;g;el
6;0;19;0.08
6;0;20;0.04
6;0;40;0.05
6;0;142;0.45
6;0;178;0.04
6;0;190;-0.07
6;0;277;0.33
6;0;283;-0.07
6;0;292;0.02
6;0;299;-0.64
6;0;347;0.06
6;0;374;-0.11
6;0;380;-0.06
6;0;495;-0.38
6;0;538;0.06
6;0;540;-0.27
6;0;554;-0.1
6;0;591;-0.3
6;0;641;0.16
6;0;645;0
6;0;654;0.32
6;0;680;0.11
6;0;682;-0.32
6;0;684;-0.66
6;0;794;0.34
6;0;823;-0.45
6;0;926;0.11
6;0;931;0.02
6;0;963;0.1
6;0;1075;-0.03
6;0;1100;0.14
6;0;1161;-0.48
6;0;1292;0.44
6;0;1293;0.16
6;0;1294;0.05
6;0;1295;0.33
6;0;1296;0.28
6;0;1297;0.27
6;0;1298;0.43
6;0;1299;0.17
6;0;1300;0.47
6;0;1301;0.22
6;0;1302;0.42
6;0;1303;0.18
6;0;1304;-0.05
6;0;1305;-0.35
6;0;1306;-0.35
6;0;1307;-1.02
6;0;2042;0.04
6;0;2068;0.22
6;0;2098;0.21
6;0;2130;0.14
6;0;2163;-0.3
6;0;2175;0.27
6;0;2214;-0.49
6;0;2245;0.25
6;0;2259;-0.28
6;0;2272;-0.08
6;0;2292;0.34
6;0;2369;0.01
6;0;2434;0.19
6;0;2446;0.15
6;0;2474;-0.18
6;0;2601;-0.34
6;0;2617;0.15
6;0;2641;0.15
6;0;2701;0.16
6;0;2722;-0.3
6;0;2741;-0.5
6;0;2764;-0.18
6;0;2774;0.33
6;0;2803;-0.23
6;0;2900;0.15
6;0;2921;-0.39
6;0;2986;-0.04
6;0;3054;0.02
6;0;3155;-0.11
6;0;3238;0.18
6;0;3266;-0.32
6;0;3278;-0.4
6;0;3320;0.06
6;0;3324;0.2
6;0;3330;0.17
6;0;3348;-0.19
6;0;3381;0.32
6;0;3447;-0.31
6;0;3460;0.27
6;0;3475;0.35
6;0;3530;0.23
6;0;3557;0.22
6;0;3645;0.23
6;0;3699;0.34
6;0;3709;0.17
6;0;3715;0.13
6;0;3719;0.18
6;0;3769;0.57
6;0;3829;0.36
6;0;3852;0.14
6;0;3873;0.13
6;0;3941;0.21
6;0;4006;0.14
6;0;4021;0.12
6;0;4034;0.13
6;0;4048;-0.01
6;0;4064;0.17
6;0;4073;-0.05
6;0;4138;0.05
6;0;4173;0.17
6;0;4196;0.29
6;0;4231;-0.03
6;0;4253;0.11
6;0;4271;0.2
6;0;4287;0.17
6;0;4333;0.09
6;0;4392;0.22
6;0;4433;0.37
6;0;4458;0.05
6;0;4466;-0.04
6;0;4534;0.16
6;0;4568;0.09
6;0;4569;0
6;0;4577;0.18
6;0;4593;0.07
6;0;4597;0.27
6;0;4604;0.12
6;0;4609;0.39
6;0;4620;-0.02
6;0;4633;0.38
6;0;4686;0.35
6;0;4723;0.16
6;0;4800;0.27
6;0;4819;-0.05
6;0;4828;0.13
6;0;4852;0.11
6;0;4987;-0.2
6;0;5040;-1.88
6;0;5165;0.31
6;0;5208;0.3
6;0;5209;0.19
6;0;5232;-0.03
6;0;5241;0.23
6;0;5258;0.19
6;0;5279;0.23
6;0;5289;0.17
6;0;5294;0.06
6;0;5321;0.27
6;0;5331;0.04
6;0;5342;-0.07
6;0;5344;0.09
6;0;5382;0.29
6;0;5438;0.11
6;0;5445;0.24
6;0;5451;-0.06
6;0;5498;0.1
6;0;5545;0.22
6;0;5546;0.22
6;0;5555;0.17
6;0;5593;0.2
6;0;5630;0.06
6;0;5672;0.04
6;0;5704;-0.23
6;0;5724;0.13
6;0;5730;0.1
6;0;5764;0.11
6;0;5825;0.3
6;0;5827;0.12
6;0;5836;0.3
6;0;5861;0.13
6;0;5864;0.07
6;0;5932;0.36
6;0;5986;0.2
6;0;5987;0.08
6;1;19;0.16
6;1;20;0.49
6;1;40;-0.08
6;1;142;1.08
6;1;178;0.32
6;1;190;0.12
6;1;277;0
6;1;283;0.04
6;1;292;0.02
6;1;299;-1.5
6;1;347;0
6;1;374;0.36
6;1;380;0
6;1;495;0.2
6;1;538;0.61
6;1;540;0.62
6;1;554;-0.71
6;1;591;0.07
6;1;641;-0.04
6;1;645;-0.03
6;1;654;0.11
6;1;680;-0.41
6;1;682;0.15
6;1;684;-0.38
6;1;794;-0.15
6;1;823;0
6;1;926;0.33
6;1;931;0
6;1;963;-0.08
6;1;1075;0
6;1;1100;0.32
6;1;1161;0.52
6;1;1292;0.11
6;1;1293;0.32
6;1;1294;0.48
6;1;1295;-0.23
6;1;1296;0.34
6;1;1297;0.15
6;1;1298;0
6;1;1299;0.38
6;1;1300;0.29
6;1;1301;0.89
6;1;1302;-0.19
6;1;1303;0.13
6;1;1304;0.63
6;1;1305;-0.31
6;1;1306;0.87
6;1;1307;-1.03
6;1;2042;0.28
6;1;2068;-0.01
6;1;2098;-0.21
6;1;2130;-0.26
6;1;2163;0.12
6;1;2175;-0.05
6;1;2214;0.51
6;1;2245;-0.14
6;1;2259;-0.17
6;1;2272;0.59
6;1;2292;0.28
6;1;2369;0.14
6;1;2434;0.09
6;1;2446;0.53
6;1;2474;0.02
6;1;2601;-0.12
6;1;2617;0.3
6;1;2641;-0.02
6;1;2701;0.03
6;1;2722;-0.29
6;1;2741;0.02
6;1;2764;0
6;1;2774;-0.24
6;1;2803;-0.67
6;1;2900;0.72
6;1;2921;0.24
6;1;2986;-0.01
6;1;3054;0.38
6;1;3155;-0.13
6;1;3238;0.4
6;1;3266;0.16
6;1;3278;0.1
6;1;3320;-0.53
6;1;3324;-0.05
6;1;3330;0.07
6;1;3348;0.42
6;1;3381;0.52
6;1;3447;0.33
6;1;3460;0.2
6;1;3475;-0.19
6;1;3530;0
6;1;3557;0.02
6;1;3645;-0.42
6;1;3699;-0.19
6;1;3709;-0.2
6;1;3715;-0.14
6;1;3719;-0.17
6;1;3769;-0.17
6;1;3829;0.12
6;1;3852;-0.36
6;1;3873;-0.93
6;1;3941;-0.29
6;1;4006;-0.08
6;1;4021;-0.27
6;1;4034;0.53
6;1;4048;-0.05
6;1;4064;-0.17
6;1;4073;-0.04
6;1;4138;0.3
6;1;4173;-0.21
6;1;4196;0.23
6;1;4231;-0.03
6;1;4253;0.22
6;1;4271;-0.12
6;1;4287;0.14
6;1;4333;0.62
6;1;4392;0.04
6;1;4433;0.42
6;1;4458;-0.22
6;1;4466;0.38
6;1;4534;0.36
6;1;4568;0.06
6;1;4569;0.13
6;1;4577;-0.34
6;1;4593;-0.93
6;1;4597;0
6;1;4604;0.58
6;1;4609;0
6;1;4620;0
6;1;4633;0
6;1;4686;0
6;1;4723;0.46
6;1;4800;0.33
6;1;4819;0.78
6;1;4828;-0.18
6;1;4852;0.36
6;1;4987;0
6;1;5040;-2.54
6;1;5165;-0.16
6;1;5208;0.28
6;1;5209;0.23
6;1;5232;-0.25
6;1;5241;-0.41
6;1;5258;0.05
6;1;5279;0.52
6;1;5289;0.1
6;1;5294;0.48
6;1;5321;-0.01
6;1;5331;0.01
6;1;5342;-0.33
6;1;5344;-0.01
6;1;5382;-0.04
6;1;5438;-0.1
6;1;5445;-0.06
6;1;5451;0
